predicate,argument,role_type,actual_fit,exp_fit
assist,grandmother,ARG0,"6
",0.5
assist,grandmother,ARG1,"6.1
",0.5
assist,host,ARG0,"6.1
",0.5
assist,host,ARG1,"3.4
",0.5
assist,moron,ARG0,"1.7
",0.0
assist,moron,ARG1,"3.4
",0.5
attack,boxer,ARG0,"6.4
",0.8
attack,boxer,ARG1,"6.1
",0.8
attack,fort,ARG0,"1.6
",0.5
attack,fort,ARG1,"6
",0.5
attack,infantry,ARG0,"5.6
",0.5
attack,infantry,ARG1,"5.7
",0.8
attack,opinion,ARG0,"3.2
",0.5
attack,opinion,ARG1,"6.5
",0.5
attack,pacifist,ARG0,"1.9
",0.5
attack,pacifist,ARG1,"3.4
",0.5
attack,troops,ARG0,"6.6
",0.8
attack,troops,ARG1,"6.2
",0.8
audit,accountant,ARG0,"6
",0.8
audit,accountant,ARG1,"4
",0.8
audit,businessman,ARG0,"3.8
",0.5
audit,businessman,ARG1,"6
",0.5
audit,citizen,ARG0,"2.2
",0.5
audit,citizen,ARG1,"5.5
",0.5
audit,corporation,ARG0,"4.8
",0.8
audit,corporation,ARG1,"6.1
",0.8
audit,government,ARG0,"6.2
",0.8
audit,government,ARG1,"3
",0.8
audit,taxpayer,ARG0,"2.7
",0.8
audit,taxpayer,ARG1,"6.2
",0.8
beat,bully,ARG0,"6.5
",0.5
beat,bully,ARG1,"1.9
",0.5
beat,egg,ARG0,"1.2
",0.5
beat,egg,ARG1,"6.1
",0.5
beat,parent,ARG0,"3.7
",0.5
beat,parent,ARG1,"2.2
",0.5
beat,wimp,ARG0,"1.7
",0.5
beat,wimp,ARG1,"4.9
",0.5
betray,liar,ARG0,"6.9
",0.8
betray,liar,ARG1,"4.7
",0.8
betray,partner,ARG0,"3.5
",0.8
betray,partner,ARG1,"4.5
",0.8
betray,wife,ARG0,"3.4
",0.8
betray,wife,ARG1,"4.4
",0.8
blame,skydiver,ARG0,"2
",0.8
blame,skydiver,ARG1,"1.5
",0.8
blame,student,ARG0,"5.3
",0.8
blame,student,ARG1,"4.7
",0.8
blame,weatherman,ARG0,"3.4
",0.5
blame,weatherman,ARG1,"5.5
",0.5
blame,writer,ARG0,"4.5
",0.8
blame,writer,ARG1,"4.9
",0.8
bother,mechanic,ARG0,"2.8
",0.5
bother,mechanic,ARG1,"3.4
",0.5
bother,receptionist,ARG0,"2.1
",0.5
bother,receptionist,ARG1,"4.7
",0.5
break,child,ARG0,"6
",0.5
break,child,ARG1,"1.4
",0.5
break,horse,ARG0,"3.8
",0.5
break,horse,ARG1,"2.9
",0.5
break,vase,ARG0,"1.1
",0.5
break,vase,ARG1,"5.9
",0.5
break,window,ARG0,"1
",0.8
break,window,ARG1,"6
",0.8
bribe,judge,ARG0,"1.6
",0.8
bribe,judge,ARG1,"4.5
",0.8
bribe,manager,ARG0,"3.6
",0.8
bribe,manager,ARG1,"5.1
",0.8
bribe,undertaker,ARG0,"2.2
",0.5
bribe,undertaker,ARG1,"2.5
",0.5
bury,bone,ARG0,"1.3
",0.5
bury,bone,ARG1,"6.2
",0.8
bury,evidence,ARG0,"1.4
",0.5
bury,evidence,ARG1,"4.3
",0.5
bury,undertaker,ARG0,"6.7
",0.5
bury,undertaker,ARG1,"2.3
",0.5
bury,victim,ARG0,"1.8
",1.0
bury,victim,ARG1,"5.3
",0.8
calm,family,ARG0,"5.9
",0.5
calm,family,ARG1,"4.1
",0.5
calm,hostage,ARG0,"2.6
",0.5
calm,hostage,ARG1,"4.4
",0.5
calm,small_child,ARG0,"2.2
",0.5
calm,small_child,ARG1,"6.4
",0.5
calm,teacher,ARG0,"5.4
",0.5
calm,teacher,ARG1,"2.5
",0.5
capture,archeologist,ARG0,"5.1
",0.5
capture,archeologist,ARG1,"1.4
",0.5
capture,army,ARG0,"6.5
",0.8
capture,army,ARG1,"3.1
",0.8
capture,criminal,ARG0,"3.6
",0.8
capture,criminal,ARG1,"6.1
",0.8
capture,fugitive,ARG0,"2.6
",0.8
capture,fugitive,ARG1,"5.1
",0.8
capture,hunter,ARG0,"6
",0.8
capture,hunter,ARG1,"2
",0.8
capture,monkey,ARG0,"3.2
",0.5
capture,monkey,ARG1,"3.9
",0.8
capture,policeman,ARG0,"6.4
",0.8
capture,policeman,ARG1,"2.1
",0.8
capture,prisoner,ARG0,"1.8
",1.0
capture,prisoner,ARG1,"5
",1.0
capture,rabbit,ARG0,"2.3
",0.8
capture,rabbit,ARG1,"5.5
",0.8
capture,soldier,ARG0,"6.2
",0.8
capture,soldier,ARG1,"4.7
",0.8
capture,tourist,ARG0,"4.1
",0.5
capture,tourist,ARG1,"2.5
",0.5
capture,troop,ARG0,"6
",0.8
capture,troop,ARG1,"3.9
",0.8
capture,valley,ARG0,"1.4
",0.5
capture,valley,ARG1,"1.8
",0.5
caress,dancer,ARG0,"3.6
",0.5
caress,dancer,ARG1,"4
",0.5
caress,electrician,ARG0,"1.5
",0.0
caress,electrician,ARG1,"1.3
",0.5
caress,grandmother,ARG0,"6.2
",0.5
caress,grandmother,ARG1,"4.6
",0.5
caress,hostess,ARG0,"3
",0.5
caress,hostess,ARG1,"2.7
",0.5
carry,furniture,ARG0,"1.6
",0.5
carry,furniture,ARG1,"5.3
",0.5
carry,invalid,ARG0,"1.3
",0.5
carry,invalid,ARG1,"4.3
",0.5
carry,newborn,ARG0,"1.2
",0.5
carry,newborn,ARG1,"6.2
",0.5
carry,orderly,ARG0,"5.3
",0.5
carry,orderly,ARG1,"1.6
",0.5
carry,postman,ARG0,"6.8
",0.5
carry,postman,ARG1,"1.6
",0.8
challenge,aristocrat,ARG0,"3.9
",0.5
challenge,aristocrat,ARG1,"3.6
",0.5
challenge,coward,ARG0,"1.2
",0.5
challenge,coward,ARG1,"3.8
",0.5
challenge,knight,ARG0,"6.7
",0.8
challenge,knight,ARG1,"5.5
",0.8
challenge,moron,ARG0,"2.2
",0.5
challenge,moron,ARG1,"3.1
",0.5
chase,bull,ARG0,"6.3
",0.8
chase,bull,ARG1,"2.5
",0.8
chase,car,ARG0,"3.6
",0.5
chase,car,ARG1,"4.5
",0.5
chase,lion,ARG0,"6.6
",0.8
chase,lion,ARG1,"2.6
",0.8
chase,mouse,ARG0,"3.1
",0.5
chase,mouse,ARG1,"5.5
",0.5
chase,rabbit,ARG0,"3.3
",0.8
chase,rabbit,ARG1,"5.1
",0.8
cheer,athlete,ARG0,"6.2
",0.8
cheer,athlete,ARG1,"6.6
",0.8
cheer,crowd,ARG0,"6.4
",0.8
cheer,crowd,ARG1,"2.9
",0.8
cheer,farmer,ARG0,"1.9
",0.5
cheer,farmer,ARG1,"1.7
",0.5
cheer,performance,ARG0,"1.5
",0.8
cheer,performance,ARG1,"5.4
",0.8
cheer,quarterback,ARG0,"3.8
",0.5
cheer,quarterback,ARG1,"5.2
",0.5
cheer,spectators,ARG0,"6.7
",0.8
cheer,spectators,ARG1,"1.3
",0.8
cheer,touchdown,ARG0,"1.4
",0.5
cheer,touchdown,ARG1,"6
",0.5
choose,candidate,ARG0,"4
",0.8
choose,candidate,ARG1,"5.6
",0.8
choose,committee,ARG0,"6.4
",0.8
choose,committee,ARG1,"4.3
",0.8
choose,computer,ARG0,"3.3
",0.5
choose,computer,ARG1,"4.3
",0.5
choose,contestant,ARG0,"6
",0.8
choose,contestant,ARG1,"5.3
",0.8
choose,customer,ARG0,"6.6
",0.8
choose,customer,ARG1,"1.8
",0.8
choose,shopper,ARG0,"6.4
",0.8
choose,shopper,ARG1,"1.9
",0.8
conquer,king,ARG0,"6.1
",0.8
conquer,king,ARG1,"3.8
",0.8
conquer,kingdom,ARG0,"3.1
",0.8
conquer,kingdom,ARG1,"5.7
",0.8
conquer,peasants,ARG0,"2.9
",0.5
conquer,peasants,ARG1,"4.5
",0.5
consider,alternatives,ARG0,"1.3
",0.5
consider,alternatives,ARG1,"6.6
",0.8
consider,carpenter,ARG0,"5.1
",0.8
consider,carpenter,ARG1,"5.1
",0.8
consider,coroner,ARG0,"5.8
",0.8
consider,coroner,ARG1,"3.4
",0.8
consider,golfer,ARG0,"5.2
",0.8
consider,golfer,ARG1,"2.6
",0.8
consider,scientists,ARG0,"6.6
",0.8
consider,scientists,ARG1,"4
",0.8
consider,secretary,ARG0,"5.2
",0.5
consider,secretary,ARG1,"4.6
",0.7
console,bride,ARG0,"3.4
",0.5
console,bride,ARG1,"4.2
",0.5
console,coward,ARG0,"2.1
",0.5
console,coward,ARG1,"3.9
",0.5
console,secretary,ARG0,"3.1
",0.5
console,secretary,ARG1,"2.2
",0.5
console,widow,ARG0,"3.6
",0.5
console,widow,ARG1,"6.6
",0.5
convict,criminal,ARG0,"1.4
",1.0
convict,criminal,ARG1,"5.9
",1.0
convict,defendant,ARG0,"2.4
",1.0
convict,defendant,ARG1,"4.5
",1.0
convict,judge,ARG0,"6.4
",0.8
convict,judge,ARG1,"1.5
",0.8
convict,juror,ARG0,"6.6
",0.8
convict,juror,ARG1,"1.3
",0.8
convict,suspect,ARG0,"1.8
",1.0
convict,suspect,ARG1,"5.5
",1.0
convince,aunt,ARG0,"3.3
",0.5
convince,aunt,ARG1,"3.9
",0.5
convince,hypnotist,ARG0,"6.2
",0.8
convince,hypnotist,ARG1,"1.9
",0.8
convince,inmate,ARG0,"3.5
",0.5
convince,inmate,ARG1,"4.3
",0.5
convince,spy,ARG0,"5
",0.5
convince,spy,ARG1,"3.3
",0.5
corner,fugitive,ARG0,"3.7
",0.5
corner,fugitive,ARG1,"4.9
",0.5
corner,horse,ARG0,"3.3
",0.5
corner,horse,ARG1,"3.9
",0.5
corner,mouse,ARG0,"1.9
",0.5
corner,mouse,ARG1,"5.9
",0.5
corner,nurse,ARG0,"3
",0.5
corner,nurse,ARG1,"2.3
",0.5
crucify,president,ARG0,"2.6
",0.5
crucify,president,ARG1,"3.1
",0.5
crucify,savior,ARG0,"2.3
",0.5
crucify,savior,ARG1,"4.9
",0.5
crucify,teacher,ARG0,"1.8
",0.5
crucify,teacher,ARG1,"2.2
",0.5
crush,avalanche,ARG0,"6.9
",0.5
crush,avalanche,ARG1,"1.6
",0.5
crush,buddy,ARG0,"3
",0.5
crush,buddy,ARG1,"2.7
",0.5
crush,climber,ARG0,"2.6
",0.5
crush,climber,ARG1,"5
",0.5
crush,skunk,ARG0,"1.4
",0.5
crush,skunk,ARG1,"4
",0.5
cure,businesswoman,ARG0,"1.9
",0.5
cure,businesswoman,ARG1,"3
",0.5
cure,doctor,ARG0,"6.8
",0.8
cure,doctor,ARG1,"3.8
",0.8
cure,drug,ARG0,"6.3
",0.8
cure,drug,ARG1,"1.8
",0.8
cure,patient,ARG0,"1.4
",1.0
cure,patient,ARG1,"6.1
",0.8
cure,person,ARG0,"3.2
",0.8
cure,person,ARG1,"5.6
",0.8
cure,physician,ARG0,"6.7
",0.8
cure,physician,ARG1,"3.1
",0.8
cure,saint,ARG0,"3.7
",0.5
cure,saint,ARG1,"2.3
",0.5
cure,soldier,ARG0,"3
",0.5
cure,soldier,ARG1,"4.3
",0.5
cure,treatment,ARG0,"5.8
",1.0
cure,treatment,ARG1,"1.3
",0.8
cure,veterinarian,ARG0,"6.4
",0.5
cure,veterinarian,ARG1,"3.3
",0.8
describe,boy,ARG0,"6.2
",0.8
describe,boy,ARG1,"5.8
",0.8
describe,cashier,ARG0,"4.7
",0.8
describe,cashier,ARG1,"3.2
",0.8
describe,explorer,ARG0,"6.9
",0.8
describe,explorer,ARG1,"3.9
",0.8
describe,necklace,ARG0,"1.2
",0.8
describe,necklace,ARG1,"5.9
",0.8
describe,person,ARG0,"6.5
",1.0
describe,person,ARG1,"6.3
",0.8
desert,infant,ARG0,"1.3
",0.5
desert,infant,ARG1,"2.7
",0.5
desert,turtle,ARG0,"1.6
",0.5
desert,turtle,ARG1,"2.7
",0.5
desert,wife,ARG0,"3.1
",0.5
desert,wife,ARG1,"4.4
",0.5
devour,carrot,ARG0,"1
",0.5
devour,carrot,ARG1,"5.7
",0.5
devour,cookie,ARG0,"1
",0.5
devour,cookie,ARG1,"6.7
",0.8
devour,fish,ARG0,"3.9
",1.0
devour,fish,ARG1,"6.1
",0.8
devour,glutton,ARG0,"5.3
",0.8
devour,glutton,ARG1,"1.6
",0.8
devour,goose,ARG0,"3.7
",0.5
devour,goose,ARG1,"5.2
",0.5
devour,mouse,ARG0,"4.2
",0.5
devour,mouse,ARG1,"4.6
",0.5
devour,pig,ARG0,"5.3
",0.8
devour,pig,ARG1,"5.6
",0.8
devour,rabbit,ARG0,"3.3
",0.8
devour,rabbit,ARG1,"5.7
",0.8
devour,snake,ARG0,"6.2
",0.8
devour,snake,ARG1,"3.9
",0.8
dismiss,principal,ARG0,"6.3
",0.8
dismiss,principal,ARG1,"2
",0.8
dismiss,pupil,ARG0,"1.5
",0.5
dismiss,pupil,ARG1,"5.5
",0.5
dismiss,student,ARG0,"1.5
",0.8
dismiss,student,ARG1,"5.9
",0.8
dismiss,teacher,ARG0,"6.8
",0.8
dismiss,teacher,ARG1,"2.5
",0.8
disobey,brat,ARG0,"6.7
",0.5
disobey,brat,ARG1,"3.1
",0.5
disobey,children,ARG0,"6.1
",0.5
disobey,children,ARG1,"3.3
",0.8
disobey,commanders,ARG0,"1.9
",0.8
disobey,commanders,ARG1,"3.6
",0.8
disobey,orders,ARG0,"1.2
",0.8
disobey,orders,ARG1,"5.4
",0.8
disobey,troops,ARG0,"2.6
",0.5
disobey,troops,ARG1,"2.8
",0.5
disown,babysitter,ARG0,"1.8
",0.5
disown,babysitter,ARG1,"2.3
",0.5
disown,daughter,ARG0,"2.4
",0.8
disown,daughter,ARG1,"3
",0.8
disown,slave,ARG0,"2
",0.5
disown,slave,ARG1,"3.7
",0.5
do,laborer,ARG0,"6.5
",0.5
do,laborer,ARG1,"1.7
",0.5
do,sloth,ARG0,"2.3
",0.5
do,sloth,ARG1,"2
",0.5
do,vegetable,ARG0,"1.9
",0.5
do,vegetable,ARG1,"1.5
",0.5
do,work,ARG0,"1.5
",0.8
do,work,ARG1,"6.4
",0.8
draw,artist,ARG0,"6.6
",0.8
draw,artist,ARG1,"2.1
",0.8
draw,model,ARG0,"2
",0.5
draw,model,ARG1,"6.4
",0.5
draw,picture,ARG0,"1.2
",1.0
draw,picture,ARG1,"6.7
",1.0
draw,poster,ARG0,"1.1
",0.8
draw,poster,ARG1,"5.9
",0.8
eat,chicken,ARG0,"5.9
",0.8
eat,chicken,ARG1,"6.7
",0.8
eat,man,ARG0,"6.9
",0.5
eat,man,ARG1,"1.7
",0.5
eat,poultry,ARG0,"1.2
",0.8
eat,poultry,ARG1,"6.6
",0.8
eat,steak,ARG0,"1
",0.8
eat,steak,ARG1,"6.9
",0.8
enslave,army,ARG0,"5.4
",0.5
enslave,army,ARG1,"2.9
",0.5
enslave,peasants,ARG0,"1.7
",0.5
enslave,peasants,ARG1,"5.6
",0.8
enslave,pirates,ARG0,"6.3
",0.8
enslave,pirates,ARG1,"2.7
",0.8
enslave,victim,ARG0,"1.5
",1.0
enslave,victim,ARG1,"4.3
",0.8
entertain,audience,ARG0,"1.7
",0.8
entertain,audience,ARG1,"6.7
",0.8
entertain,businessman,ARG0,"5
",0.5
entertain,businessman,ARG1,"4.5
",0.5
entertain,comedian,ARG0,"6.9
",0.8
entertain,comedian,ARG1,"2.7
",0.8
entertain,idea,ARG0,"5.1
",0.5
entertain,idea,ARG1,"4.2
",0.5
entertain,patron,ARG0,"1.7
",0.8
entertain,patron,ARG1,"4.7
",0.8
entertain,stripper,ARG0,"7
",0.5
entertain,stripper,ARG1,"2.2
",0.5
evaluate,applicant,ARG0,"3.3
",0.8
evaluate,applicant,ARG1,"5.7
",0.8
evaluate,automobile,ARG0,"1.2
",0.8
evaluate,automobile,ARG1,"4.5
",0.8
evaluate,committee,ARG0,"6.3
",0.8
evaluate,committee,ARG1,"3.9
",0.8
evaluate,instructor,ARG0,"6.1
",0.8
evaluate,instructor,ARG1,"4
",0.8
evaluate,possibilities,ARG0,"1.9
",0.5
evaluate,possibilities,ARG1,"6.3
",0.5
evaluate,student,ARG0,"5.4
",0.8
evaluate,student,ARG1,"5.5
",0.8
evaluate,supervisor,ARG0,"6.7
",0.8
evaluate,supervisor,ARG1,"4.3
",0.8
examine,defendant,ARG0,"2.7
",0.8
examine,defendant,ARG1,"5.8
",0.8
examine,doctor,ARG0,"6.6
",0.8
examine,doctor,ARG1,"1.9
",0.8
examine,evidence,ARG0,"1.4
",0.8
examine,evidence,ARG1,"6.3
",0.8
examine,horse,ARG0,"1.4
",0.5
examine,horse,ARG1,"4.9
",0.5
examine,patient,ARG0,"2.1
",1.0
examine,patient,ARG1,"6.3
",0.8
examine,report,ARG0,"3.2
",0.5
examine,report,ARG1,"6.3
",0.8
examine,scientist,ARG0,"6.7
",0.8
examine,scientist,ARG1,"2.3
",0.8
excuse,auditor,ARG0,"3.5
",0.5
excuse,auditor,ARG1,"2.6
",0.5
excuse,drummer,ARG0,"2.7
",0.5
excuse,drummer,ARG1,"2.1
",0.5
excuse,optometrist,ARG0,"3.9
",0.5
excuse,optometrist,ARG1,"2.3
",0.5
excuse,prince,ARG0,"4
",0.5
excuse,prince,ARG1,"4.4
",0.5
execute,hangman,ARG0,"5.1
",0.5
execute,hangman,ARG1,"3.9
",0.5
execute,hostages,ARG0,"1.7
",0.5
execute,hostages,ARG1,"4.9
",0.5
execute,martyr,ARG0,"2.7
",0.5
execute,martyr,ARG1,"4
",0.5
execute,murderer,ARG0,"6.6
",0.8
execute,murderer,ARG1,"4.9
",0.8
execute,nun,ARG0,"1.1
",0.5
execute,nun,ARG1,"1.3
",0.5
execute,plumber,ARG0,"1.6
",0.5
execute,plumber,ARG1,"1.4
",0.5
execute,strategy,ARG0,"1.9
",0.8
execute,strategy,ARG1,"4.8
",0.8
execute,terrorists,ARG0,"6.1
",0.5
execute,terrorists,ARG1,"4
",0.8
exile,criminal,ARG0,"2.2
",0.8
exile,criminal,ARG1,"5.5
",0.8
exile,dictator,ARG0,"6
",0.8
exile,dictator,ARG1,"4.1
",0.8
expect,housewife,ARG0,"4.8
",0.5
expect,housewife,ARG1,"2.6
",0.5
expect,mailman,ARG0,"2.5
",0.5
expect,mailman,ARG1,"4.8
",0.5
expect,package,ARG0,"1.3
",0.5
expect,package,ARG1,"5.5
",0.5
expect,plumber,ARG0,"3.1
",0.5
expect,plumber,ARG1,"4.8
",0.5
expect,salesman,ARG0,"3.7
",0.5
expect,salesman,ARG1,"2.5
",0.8
fight,boxer,ARG0,"6.8
",0.8
fight,boxer,ARG1,"6.1
",0.8
fight,landlord,ARG0,"4.4
",0.5
fight,landlord,ARG1,"4.1
",0.5
fight,maniac,ARG0,"6.1
",0.5
fight,maniac,ARG1,"3.2
",0.5
fight,pacifist,ARG0,"1.4
",0.0
fight,pacifist,ARG1,"2
",0.0
fight,wrestler,ARG0,"6.2
",0.8
fight,wrestler,ARG1,"5.8
",0.8
find,archeologist,ARG0,"6.4
",0.8
find,archeologist,ARG1,"1.8
",0.8
find,child,ARG0,"5.4
",0.8
find,child,ARG1,"4.1
",0.8
find,goat,ARG0,"2.9
",0.5
find,goat,ARG1,"2.8
",0.5
find,kitten,ARG0,"4.3
",0.5
find,kitten,ARG1,"4.7
",0.8
find,singer,ARG0,"2.9
",0.5
find,singer,ARG1,"3.5
",0.8
fire,employee,ARG0,"1.9
",0.5
fire,employee,ARG1,"6.4
",0.5
fire,employer,ARG0,"6.1
",0.5
fire,employer,ARG1,"2.4
",0.5
fire,laborer,ARG0,"1.6
",0.5
fire,laborer,ARG1,"6.1
",0.5
fire,owner,ARG0,"6.3
",0.5
fire,owner,ARG1,"1.9
",0.5
fire,supervisor,ARG0,"5.9
",0.5
fire,supervisor,ARG1,"3.4
",0.5
flatter,aristocrat,ARG0,"3.4
",0.5
flatter,aristocrat,ARG1,"4.1
",0.5
flatter,girl,ARG0,"5.7
",0.5
flatter,girl,ARG1,"6.2
",0.5
flatter,glutton,ARG0,"2.3
",0.5
flatter,glutton,ARG1,"1.8
",0.5
flatter,psychoanalyst,ARG0,"3
",0.5
flatter,psychoanalyst,ARG1,"2.2
",0.5
flog,guard,ARG0,"4.8
",0.5
flog,guard,ARG1,"1.9
",0.5
flog,inmate,ARG0,"4.1
",0.5
flog,inmate,ARG1,"4.1
",0.5
flog,prisoner,ARG0,"3.5
",0.5
flog,prisoner,ARG1,"4.5
",0.8
flog,slave,ARG0,"2.3
",0.5
flog,slave,ARG1,"5.3
",0.5
frighten,baby,ARG0,"2
",0.8
frighten,baby,ARG1,"5.5
",0.8
frighten,cat,ARG0,"3.1
",0.5
frighten,cat,ARG1,"5.5
",0.8
frighten,hiker,ARG0,"1.8
",0.8
frighten,hiker,ARG1,"3.8
",0.8
frighten,maid,ARG0,"1.2
",0.5
frighten,maid,ARG1,"3.2
",0.5
frighten,monster,ARG0,"6.4
",1.0
frighten,monster,ARG1,"1.8
",0.8
frighten,nurse,ARG0,"3.8
",0.5
frighten,nurse,ARG1,"3
",0.5
frighten,snake,ARG0,"6.2
",0.8
frighten,snake,ARG1,"3.9
",0.8
govern,president,ARG0,"6.7
",1.0
govern,president,ARG1,"2.7
",0.8
govern,territory,ARG0,"1.5
",0.8
govern,territory,ARG1,"6.7
",0.8
govern,villagers,ARG0,"3.2
",0.5
govern,villagers,ARG1,"6.5
",0.8
grab,banana,ARG0,"1
",0.5
grab,banana,ARG1,"6.2
",0.5
grab,quarterback,ARG0,"6.1
",0.5
grab,quarterback,ARG1,"5.3
",0.5
grab,stewardess,ARG0,"4.6
",0.5
grab,stewardess,ARG1,"3
",0.5
grade,examination,ARG0,"4
",0.8
grade,examination,ARG1,"6.5
",0.8
grade,foreman,ARG0,"4.5
",0.5
grade,foreman,ARG1,"3.2
",0.8
grade,paper,ARG0,"1.1
",0.8
grade,paper,ARG1,"6.5
",1.0
grade,professor,ARG0,"6.7
",0.8
grade,professor,ARG1,"2.4
",0.8
grade,pupil,ARG0,"2.3
",0.8
grade,pupil,ARG1,"6.8
",0.8
grade,student,ARG0,"2.4
",1.0
grade,student,ARG1,"6.8
",1.0
grade,teacher,ARG0,"6.9
",0.8
grade,teacher,ARG1,"2.6
",0.8
grade,undergraduate,ARG0,"2.4
",0.5
grade,undergraduate,ARG1,"7
",0.8
grasp,child,ARG0,"5.4
",0.5
grasp,child,ARG1,"5.7
",0.5
grasp,hammer,ARG0,"1
",0.5
grasp,hammer,ARG1,"6.3
",0.5
grasp,reporter,ARG0,"4.8
",0.5
grasp,reporter,ARG1,"3.1
",0.8
grow,crops,ARG0,"3.8
",0.8
grow,crops,ARG1,"6
",0.8
grow,flowers,ARG0,"2.8
",0.5
grow,flowers,ARG1,"5.9
",0.5
grow,pigs,ARG0,"1.8
",0.5
grow,pigs,ARG1,"3.1
",0.5
grow,rabbits,ARG0,"2
",0.8
grow,rabbits,ARG1,"3.1
",0.8
haunt,ghost,ARG0,"6.3
",1.0
haunt,ghost,ARG1,"2.5
",1.0
haunt,memory,ARG0,"5.8
",0.8
haunt,memory,ARG1,"4.9
",0.8
haunt,salesman,ARG0,"2.2
",0.5
haunt,salesman,ARG1,"1.8
",0.5
haunt,woman,ARG0,"2.3
",0.5
haunt,woman,ARG1,"3.2
",0.5
help,assistant,ARG0,"6.3
",0.8
help,assistant,ARG1,"3.8
",0.8
help,cause,ARG0,"2.5
",0.5
help,cause,ARG1,"5.6
",0.5
help,fireman,ARG0,"6.7
",0.8
help,fireman,ARG1,"3.9
",0.8
help,gardener,ARG0,"4.5
",0.8
help,gardener,ARG1,"4
",0.8
help,victim,ARG0,"1.9
",0.8
help,victim,ARG1,"5.9
",0.8
hire,applicant,ARG0,"1.3
",0.8
hire,applicant,ARG1,"5.6
",0.8
hire,boss,ARG0,"6.7
",0.8
hire,boss,ARG1,"2.9
",0.8
hire,chairman,ARG0,"4.5
",0.5
hire,chairman,ARG1,"2.7
",0.5
hire,employee,ARG0,"1.9
",1.0
hire,employee,ARG1,"5.6
",1.0
hire,friend,ARG0,"4.1
",0.5
hire,friend,ARG1,"4.4
",0.5
hire,manager,ARG0,"6.7
",0.8
