predicate,argument,role_type,actual_fit,exp_fit
caution,woman,ARG2,"5.7
",0.5
confuse,baby,ARG0,"3.7
",0.5
confuse,baby,ARG1,"6.0
",0.5
confuse,boatman,ARG0,"2.1
",0.5
confuse,boatman,ARG1,"3.2
",0.5
confuse,comment,ARG0,"5.8
",0.5
confuse,comment,ARG1,"1.5
",0.5
confuse,community,ARG0,"3.5
",0.5
confuse,community,ARG1,"4.9
",0.5
confuse,computer,ARG0,"5.4
",0.5
confuse,computer,ARG1,"4.1
",0.5
confuse,condition,ARG0,"4.6
",0.5
confuse,condition,ARG1,"2.5
",0.5
confuse,equipment,ARG0,"4.9
",0.5
confuse,equipment,ARG1,"1.4
",0.5
confuse,insistence,ARG0,"4.2
",0.5
confuse,insistence,ARG1,"1.4
",0.5
confuse,sense,ARG0,"4.0
",0.8
confuse,sense,ARG1,"3.8
",0.8
confuse,shareholder,ARG0,"3.3
",0.5
confuse,shareholder,ARG1,"5.0
",0.5
confuse,situation,ARG0,"6.0
",0.5
confuse,situation,ARG1,"5.1
",0.8
confuse,statement,ARG0,"6.0
",0.8
confuse,statement,ARG1,"2.5
",0.8
eat,apple,ARG0,"1.0
",0.8
eat,apple,ARG1,"6.5
",0.8
eat,cost,ARG0,"1.0
",0.5
eat,cost,ARG1,"1.8
",0.5
eat,debt,ARG0,"1.3
",0.5
eat,debt,ARG1,"1.4
",0.5
eat,egg,ARG0,"1.0
",0.5
eat,egg,ARG1,"6.4
",0.8
eat,group,ARG0,"6.0
",0.5
eat,group,ARG1,"1.1
",0.5
eat,husband,ARG0,"6.7
",0.5
eat,husband,ARG1,"1.3
",0.5
eat,local,ARG0,"6.7
",0.5
eat,local,ARG1,"1.5
",0.5
eat,lunch,ARG0,"1.1
",0.8
eat,lunch,ARG1,"6.9
",0.8
eat,meal,ARG0,"1.0
",1.0
eat,meal,ARG1,"6.9
",0.8
eat,people,ARG0,"6.9
",0.5
eat,people,ARG1,"1.5
",0.5
eat,pizza,ARG0,"1.1
",0.8
eat,pizza,ARG1,"6.8
",0.8
eat,villager,ARG0,"6.8
",0.5
eat,villager,ARG1,"1.7
",0.5
eliminate,act,ARG0,"4.9
",0.8
eliminate,act,ARG1,"2.4
",0.8
eliminate,barrier,ARG0,"3.9
",0.8
eliminate,barrier,ARG1,"4.9
",0.8
eliminate,club,ARG0,"3.6
",0.5
eliminate,club,ARG1,"2.8
",0.5
eliminate,intruder,ARG0,"3.3
",0.8
eliminate,intruder,ARG1,"2.8
",0.8
eliminate,job,ARG0,"3.0
",0.8
eliminate,job,ARG1,"5.0
",0.8
eliminate,law,ARG0,"4.6
",0.8
eliminate,law,ARG1,"3.0
",0.8
eliminate,need,ARG0,"2.5
",0.8
eliminate,need,ARG1,"5.0
",0.8
eliminate,policy,ARG0,"4.2
",0.8
eliminate,policy,ARG1,"4.2
",0.8
eliminate,provision,ARG0,"3.1
",0.8
eliminate,provision,ARG1,"4.1
",0.8
eliminate,therapy,ARG0,"4.7
",0.5
eliminate,therapy,ARG1,"2.7
",0.8
embarrass,board,ARG0,"3.8
",0.5
embarrass,board,ARG1,"3.9
",0.5
embarrass,book-keeping,ARG0,"2.6
",0.5
embarrass,book-keeping,ARG1,"1.3
",0.5
embarrass,conservative,ARG0,"3.9
",0.5
embarrass,conservative,ARG1,"3.7
",0.5
embarrass,executive,ARG0,"4.8
",0.5
embarrass,executive,ARG1,"4.9
",0.5
embarrass,government,ARG0,"3.8
",0.5
embarrass,government,ARG1,"4.9
",0.5
embarrass,importunity,ARG0,"2.4
",0.5
embarrass,importunity,ARG1,"1.2
",0.5
embarrass,information,ARG0,"4.8
",0.5
embarrass,information,ARG1,"1.2
",0.5
embarrass,intervener,ARG0,"4.1
",0.8
embarrass,intervener,ARG1,"2.9
",0.8
embarrass,lyric,ARG0,"3.6
",0.5
embarrass,lyric,ARG1,"1.2
",0.5
embarrass,official,ARG0,"4.9
",0.5
embarrass,official,ARG1,"5.0
",0.5
embarrass,revelation,ARG0,"5.3
",0.5
embarrass,revelation,ARG1,"1.2
",0.5
embarrass,treatment,ARG0,"4.0
",0.5
embarrass,treatment,ARG1,"1.0
",0.5
encourage,affiliate,ARG0,"3.7
",0.5
encourage,affiliate,ARG1,"4.9
",0.5
encourage,boy,ARG0,"5.2
",0.5
encourage,boy,ARG1,"5.7
",0.8
encourage,client,ARG0,"3.7
",0.8
encourage,client,ARG1,"5.1
",0.8
encourage,company,ARG0,"4.0
",0.5
encourage,company,ARG1,"4.0
",0.7
encourage,executive,ARG0,"5.0
",0.5
encourage,executive,ARG1,"5.6
",0.5
encourage,government,ARG0,"4.2
",0.5
encourage,government,ARG1,"3.8
",0.5
encourage,investor,ARG0,"5.1
",0.8
encourage,investor,ARG1,"5.5
",0.8
encourage,pupil,ARG0,"3.9
",0.8
encourage,pupil,ARG1,"5.9
",0.8
encourage,purpose,ARG0,"3.8
",0.8
encourage,purpose,ARG1,"3.6
",0.8
encourage,technician,ARG0,"4.0
",0.5
encourage,technician,ARG1,"4.8
",0.8
encourage,uncertainty,ARG0,"2.5
",0.5
encourage,uncertainty,ARG1,"5.5
",0.5
encourage,vicar,ARG0,"5.6
",0.5
encourage,vicar,ARG1,"4.7
",0.5
hear,appeal,ARG0,"1.7
",0.5
hear,appeal,ARG1,"6.4
",0.5
hear,board,ARG0,"5.4
",0.5
hear,board,ARG1,"2.8
",0.5
hear,case,ARG0,"1.4
",0.5
hear,case,ARG1,"5.8
",0.5
hear,committee,ARG0,"5.8
",0.5
hear,committee,ARG1,"4.1
",0.5
hear,court,ARG0,"6.4
",0.5
hear,court,ARG1,"5.2
",0.5
hear,ear,ARG0,"6.8
",1.0
hear,ear,ARG1,"1.3
",1.0
hear,girl,ARG0,"6.8
",0.5
hear,girl,ARG1,"6.5
",0.5
hear,knock,ARG0,"1.1
",0.5
hear,knock,ARG1,"6.2
",0.5
hear,man,ARG0,"6.7
",0.5
hear,man,ARG1,"6.5
",0.5
hear,moan,ARG0,"1.1
",0.5
hear,moan,ARG1,"5.8
",0.5
hear,sound,ARG0,"1.1
",1.0
hear,sound,ARG1,"6.8
",1.0
hear,voice,ARG0,"1.2
",0.8
hear,voice,ARG1,"6.5
",0.8
hit,baby,ARG0,"6.2
",0.5
hit,baby,ARG1,"3.6
",0.5
hit,ball,ARG2,"5.7
",0.8
hit,ball,ARG1,"6.1
",0.8
hit,brother,ARG0,"4.7
",0.5
hit,brother,ARG1,"4.1
",0.5
hit,creature,ARG0,"5.0
",0.8
hit,creature,ARG1,"5.0
",0.8
hit,earthquake,ARG2,"2.7
",0.8
hit,earthquake,ARG1,"1.3
",0.8
hit,man,ARG0,"5.6
",0.8
hit,man,ARG1,"4.1
",0.8
hit,market,ARG2,"1.7
",0.8
hit,market,ARG1,"3.7
",0.8
hit,mummy,ARG0,"2.3
",0.5
hit,mummy,ARG1,"2.2
",0.5
hit,opponent,ARG0,"5.3
",0.8
hit,opponent,ARG1,"5.7
",0.8
hit,player,ARG0,"5.6
",0.8
hit,player,ARG1,"5.7
",0.8
hit,stock,ARG2,"2.7
",0.5
hit,stock,ARG1,"2.0
",0.5
increase,amount,ARG0,"2.4
",1.0
increase,amount,ARG1,"5.5
",0.8
increase,authority,ARG0,"6.0
",0.5
increase,authority,ARG1,"2.9
",0.8
increase,bank,ARG0,"6.0
",0.8
increase,bank,ARG1,"2.4
",0.8
increase,company,ARG0,"5.2
",0.8
increase,company,ARG1,"2.6
",0.8
increase,industry,ARG0,"5.7
",0.8
increase,industry,ARG1,"3.0
",0.8
increase,model,ARG0,"2.6
",0.5
increase,model,ARG1,"3.5
",0.5
increase,move,ARG0,"4.0
",0.8
increase,move,ARG1,"2.0
",0.8
increase,number,ARG0,"1.6
",0.5
increase,number,ARG1,"5.5
",0.8
increase,rate,ARG0,"4.7
",0.8
increase,rate,ARG1,"5.8
",0.8
increase,revenue,ARG0,"4.0
",1.0
increase,revenue,ARG1,"5.8
",1.0
increase,sale,ARG0,"5.6
",0.8
increase,sale,ARG1,"2.7
",0.8
inform,administration,ARG0,"6.0
",0.8
inform,administration,ARG1,"5.6
",0.8
inform,center,ARG0,"4.9
",0.5
inform,center,ARG1,"4.0
",0.5
inform,committee,ARG0,"5.9
",0.8
inform,committee,ARG1,"5.3
",0.8
inform,employee,ARG0,"5.2
",0.8
inform,employee,ARG1,"5.6
",0.8
inform,foundation,ARG0,"4.2
",0.8
inform,foundation,ARG1,"3.4
",0.8
inform,network,ARG0,"4.4
",0.8
inform,network,ARG1,"2.6
",0.8
inform,police,ARG0,"5.8
",0.8
inform,police,ARG1,"6.0
",0.8
inform,public,ARG0,"3.8
",0.8
inform,public,ARG1,"5.9
",0.8
inform,reader,ARG0,"4.1
",0.8
inform,reader,ARG1,"5.9
",0.8
inform,secretary,ARG0,"6.2
",0.8
inform,secretary,ARG1,"5.8
",0.8
inform,system,ARG0,"4.6
",0.8
inform,system,ARG1,"1.9
",0.8
kill,antibody,ARG0,"5.9
",0.5
kill,antibody,ARG1,"4.1
",0.5
kill,cell,ARG0,"2.8
",0.5
kill,cell,ARG1,"5.7
",0.5
kill,girl,ARG0,"2.2
",0.5
kill,girl,ARG1,"4.1
",0.5
kill,group,ARG0,"3.4
",0.5
kill,group,ARG1,"3.0
",0.5
kill,house,ARG0,"1.7
",0.5
kill,house,ARG1,"1.0
",0.5
kill,item,ARG0,"2.7
",0.5
kill,item,ARG1,"1.3
",0.5
kill,lion,ARG0,"2.7
",0.8
kill,lion,ARG1,"4.9
",0.8
kill,man,ARG0,"3.4
",1.0
kill,man,ARG1,"5.4
",0.8
kill,mother,ARG0,"2.1
",0.5
kill,mother,ARG1,"3.8
",0.5
kill,people,ARG0,"3.0
",0.8
kill,people,ARG1,"6.2
",0.8
kill,rebel,ARG0,"4.5
",0.5
kill,rebel,ARG1,"5.0
",0.8
