predicate,argument,role_type,actual_fit,exp_fit
eat,husband,ARG0,"6.7
",0.9
eat,husband,ARG1,"1.3
",0.1
eat,local,ARG0,"6.7
",0.1
eat,local,ARG1,"1.5
",0.1
eat,lunch,ARG0,"1.1
",0.0
eat,lunch,ARG1,"6.9
",0.9
eat,meal,ARG0,"1.0
",0.1
eat,meal,ARG1,"6.9
",0.9
eat,people,ARG0,"6.9
",0.9
eat,people,ARG1,"1.5
",0.9
eat,pizza,ARG0,"1.1
",0.1
eat,pizza,ARG1,"6.8
",0.9
eat,villager,ARG0,"6.8
",0.8
eat,villager,ARG1,"1.7
",0.2
eliminate,act,ARG0,"4.9
",0.2
eliminate,act,ARG1,"2.4
",0.2
eliminate,barrier,ARG0,"3.9
",0.2
eliminate,barrier,ARG1,"4.9
",0.8
eliminate,club,ARG0,"3.6
",0.2
eliminate,club,ARG1,"2.8
",0.5
eliminate,intruder,ARG0,"3.3
",0.2
eliminate,intruder,ARG1,"2.8
",0.8
eliminate,job,ARG0,"3.0
",0.2
eliminate,job,ARG1,"5.0
",0.7
eliminate,law,ARG0,"4.6
",0.2
eliminate,law,ARG1,"3.0
",0.7
eliminate,need,ARG0,"2.5
",0.2
eliminate,need,ARG1,"5.0
",0.2
eliminate,policy,ARG0,"4.2
",0.2
eliminate,policy,ARG1,"4.2
",0.7
eliminate,provision,ARG0,"3.1
",0.2
eliminate,provision,ARG1,"4.1
",0.6
eliminate,therapy,ARG0,"4.7
",0.2
eliminate,therapy,ARG1,"2.7
",0.3
embarrass,board,ARG0,"3.8
",0.1
embarrass,board,ARG1,"3.9
",0.1
embarrass,book-keeping,ARG0,"2.6
",0.1
embarrass,book-keeping,ARG1,"1.3
",0.1
embarrass,conservative,ARG0,"3.9
",0.2
embarrass,conservative,ARG1,"3.7
",0.2
embarrass,executive,ARG0,"4.8
",0.7
embarrass,executive,ARG1,"4.9
",0.7
embarrass,government,ARG0,"3.8
",0.3
embarrass,government,ARG1,"4.9
",0.7
embarrass,importunity,ARG0,"2.4
",0.2
embarrass,importunity,ARG1,"1.2
",0.2
embarrass,information,ARG0,"4.8
",0.2
embarrass,information,ARG1,"1.2
",0.6
embarrass,intervener,ARG0,"4.1
",0.2
embarrass,intervener,ARG1,"2.9
",0.2
embarrass,lyric,ARG0,"3.6
",0.1
embarrass,lyric,ARG1,"1.2
",0.2
embarrass,official,ARG0,"4.9
",0.7
embarrass,official,ARG1,"5.0
",0.7
embarrass,revelation,ARG0,"5.3
",0.2
embarrass,revelation,ARG1,"1.2
",0.8
embarrass,treatment,ARG0,"4.0
",0.2
embarrass,treatment,ARG1,"1.0
",0.2
encourage,affiliate,ARG0,"3.7
",0.2
encourage,affiliate,ARG1,"4.9
",0.2
encourage,boy,ARG0,"5.2
",0.8
encourage,boy,ARG1,"5.7
",0.8
encourage,client,ARG0,"3.7
",0.8
encourage,client,ARG1,"5.1
",0.8
encourage,company,ARG0,"4.0
",0.7
encourage,company,ARG1,"4.0
",0.7
encourage,executive,ARG0,"5.0
",0.8
encourage,executive,ARG1,"5.6
",0.8
encourage,government,ARG0,"4.2
",0.7
encourage,government,ARG1,"3.8
",0.8
encourage,investor,ARG0,"5.1
",0.8
encourage,investor,ARG1,"5.5
",0.8
encourage,pupil,ARG0,"3.9
",0.8
encourage,pupil,ARG1,"5.9
",0.9
encourage,purpose,ARG0,"3.8
",0.1
encourage,purpose,ARG1,"3.6
",0.2
encourage,technician,ARG0,"4.0
",0.6
encourage,technician,ARG1,"4.8
",0.3
encourage,uncertainty,ARG0,"2.5
",0.1
encourage,uncertainty,ARG1,"5.5
",0.2
encourage,vicar,ARG0,"5.6
",0.7
encourage,vicar,ARG1,"4.7
",0.5
hear,appeal,ARG0,"1.7
",0.2
hear,appeal,ARG1,"6.4
",0.2
hear,board,ARG0,"5.4
",0.1
hear,board,ARG1,"2.8
",0.1
hear,case,ARG0,"1.4
",0.1
hear,case,ARG1,"5.8
",0.2
hear,committee,ARG0,"5.8
",0.2
hear,committee,ARG1,"4.1
",0.2
hear,court,ARG0,"6.4
",0.1
hear,court,ARG1,"5.2
",0.2
hear,ear,ARG0,"6.8
",0.1
hear,ear,ARG1,"1.3
",0.1
hear,girl,ARG0,"6.8
",0.2
hear,girl,ARG1,"6.5
",0.5
hear,knock,ARG0,"1.1
",0.0
hear,knock,ARG1,"6.2
",0.8
hear,man,ARG0,"6.7
",0.8
hear,man,ARG1,"6.5
",0.5
hear,moan,ARG0,"1.1
",0.1
hear,moan,ARG1,"5.8
",0.9
hear,sound,ARG0,"1.1
",0.1
hear,sound,ARG1,"6.8
",0.95
hear,voice,ARG0,"1.2
",0.1
hear,voice,ARG1,"6.5
",0.9
hit,baby,ARG0,"6.2
",0.2
hit,baby,ARG1,"3.6
",0.2
hit,ball,ARG2,"5.7
",0.9
hit,ball,ARG1,"6.1
",0.9
hit,brother,ARG0,"4.7
",0.8
hit,brother,ARG1,"4.1
",0.8
hit,creature,ARG0,"5.0
",0.8
hit,creature,ARG1,"5.0
",0.8
hit,earthquake,ARG2,"2.7
",0.2
hit,earthquake,ARG1,"1.3
",0.2
hit,man,ARG0,"5.6
",0.8
hit,man,ARG1,"4.1
",0.8
hit,market,ARG2,"1.7
",0.2
hit,market,ARG1,"3.7
",0.2
hit,mummy,ARG0,"2.3
",0.5
hit,mummy,ARG1,"2.2
",0.5
hit,opponent,ARG0,"5.3
",0.9
hit,opponent,ARG1,"5.7
",0.9
hit,player,ARG0,"5.6
",0.8
hit,player,ARG1,"5.7
",0.8
hit,quake,ARG2,"3.4
",0.1
hit,quake,ARG1,"1.2
",0.1
hit,stock,ARG2,"2.7
",0.2
hit,stock,ARG1,"2.0
",0.2
increase,amount,ARG0,"2.4
",0.2
increase,amount,ARG1,"5.5
",0.9
increase,authority,ARG0,"6.0
",0.2
increase,authority,ARG1,"2.9
",0.7
increase,bank,ARG0,"6.0
",0.2
increase,bank,ARG1,"2.4
",0.5
increase,company,ARG0,"5.2
",0.2
increase,company,ARG1,"2.6
",0.7
increase,industry,ARG0,"5.7
",0.2
increase,industry,ARG1,"3.0
",0.7
increase,model,ARG0,"2.6
",0.2
increase,model,ARG1,"3.5
",0.3
increase,move,ARG0,"4.0
",0.1
increase,move,ARG1,"2.0
",0.1
increase,number,ARG0,"1.6
",0.2
increase,number,ARG1,"5.5
",0.9
increase,rate,ARG0,"4.7
",0.2
increase,rate,ARG1,"5.8
",0.9
increase,revenue,ARG0,"4.0
",0.2
increase,revenue,ARG1,"5.8
",0.9
increase,sale,ARG0,"5.6
",0.2
increase,sale,ARG1,"2.7
",0.9
inform,administration,ARG0,"6.0
",0.8
inform,administration,ARG1,"5.6
",0.8
inform,center,ARG0,"4.9
",0.2
inform,center,ARG1,"4.0
",0.2
inform,committee,ARG0,"5.9
",0.8
inform,committee,ARG1,"5.3
",0.8
inform,employee,ARG0,"5.2
",0.9
inform,employee,ARG1,"5.6
",0.9
inform,foundation,ARG0,"4.2
",0.2
inform,foundation,ARG1,"3.4
",0.2
inform,network,ARG0,"4.4
",0.2
inform,network,ARG1,"2.6
",0.2
inform,police,ARG0,"5.8
",0.8
inform,police,ARG1,"6.0
",0.2
inform,public,ARG0,"3.8
",0.7
inform,public,ARG1,"5.9
",0.9
inform,reader,ARG0,"4.1
",0.7
inform,reader,ARG1,"5.9
",0.8
inform,secretary,ARG0,"6.2
",0.8
inform,secretary,ARG1,"5.8
",0.8
inform,system,ARG0,"4.6
",0.2
inform,system,ARG1,"1.9
",0.2
kill,antibody,ARG0,"5.9
",0.7
kill,antibody,ARG1,"4.1
",0.7
kill,cell,ARG0,"2.8
",0.2
kill,cell,ARG1,"5.7
",0.7
kill,girl,ARG0,"2.2
",0.2
kill,girl,ARG1,"4.1
",0.2
kill,group,ARG0,"3.4
",0.7
kill,group,ARG1,"3.0
",0.5
kill,house,ARG0,"1.7
",0.0
kill,house,ARG1,"1.0
",0.0
kill,item,ARG0,"2.7
",0.1
kill,item,ARG1,"1.3
",0.2
kill,lion,ARG0,"2.7
",0.8
kill,lion,ARG1,"4.9
",0.8
kill,man,ARG0,"3.4
",0.8
kill,man,ARG1,"5.4
",0.8
kill,mother,ARG0,"2.1
",0.2
kill,mother,ARG1,"3.8
",0.2
kill,people,ARG0,"3.0
",0.8
kill,people,ARG1,"6.2
",0.9
kill,rebel,ARG0,"4.5
",0.7
kill,rebel,ARG1,"5.0
",0.7
kill,shark,ARG0,"2.1
",0.7
kill,shark,ARG1,"3.9
",0.8
promise,administration,ARG0,"6.1
",0.7
promise,administration,ARG1,"4.9
",0.7
promise,company,ARG0,"5.8
",0.7
promise,company,ARG1,"5.2
",0.3
promise,customer,ARG0,"3.6
",0.7
promise,customer,ARG1,"6.4
",0.7
promise,foundation,ARG0,"4.9
",0.2
promise,foundation,ARG1,"5.1
",0.2
promise,fund,ARG0,"3.8
",0.2
promise,fund,ARG1,"1.9
",0.2
promise,government,ARG0,"6.4
",0.8
promise,government,ARG1,"5.0
",0.8
promise,parent,ARG0,"6.5
",0.8
promise,parent,ARG1,"5.8
",0.8
promise,plan,ARG0,"5.1
",0.2
promise,plan,ARG1,"1.2
",0.2
promise,state,ARG0,"5.6
",0.2
promise,state,ARG1,"3.9
",0.2
promise,station,ARG0,"1.9
",0.1
promise,station,ARG1,"2.2
",0.1
promise,sun-god,ARG0,"1.2
",0.5
promise,sun-god,ARG1,"2.7
",0.2
raise,bank,ARG0,"6.0
",0.2
raise,bank,ARG1,"1.8
",0.2
raise,congress,ARG0,"5.3
",0.7
raise,congress,ARG1,"1.2
",0.5
raise,country,ARG0,"5.2
",0.2
raise,country,ARG1,"1.3
",0.2
raise,dividend,ARG0,"1.6
",0.1
raise,dividend,ARG1,"4.7
",0.7
raise,firm,ARG0,"5.3
",0.2
raise,firm,ARG1,"2.0
",0.2
raise,government,ARG0,"6.0
",0.8
raise,government,ARG1,"1.2
",0.8
raise,price,ARG0,"1.7
",0.1
raise,price,ARG1,"6.0
",0.9
raise,question,ARG0,"4.2
",0.1
raise,question,ARG1,"6.4
",0.9
raise,rate,ARG0,"1.8
",0.1
raise,rate,ARG1,"5.7
",0.7
raise,stake,ARG0,"2.1
",0.2
raise,stake,ARG1,"5.2
",0.8
resent,contribution,ARG0,"1.2
",0.1
resent,contribution,ARG1,"3.5
",0.2
resent,cost,ARG0,"1.1
",0.2
resent,cost,ARG1,"5.6
",0.2
resent,firm,ARG0,"2.7
",0.2
resent,firm,ARG1,"5.2
",0.2
resent,group,ARG0,"5.2
",0.7
resent,group,ARG1,"5.2
",0.7
resent,individual,ARG0,"6.0
",0.8
resent,individual,ARG1,"5.6
",0.8
resent,intrusion,ARG0,"1.2
",0.1
resent,intrusion,ARG1,"6.1
",0.9
resent,presence,ARG0,"1.4
",0.2
resent,presence,ARG1,"5.0
",0.7
resent,product,ARG0,"1.2
",0.2
resent,product,ARG1,"4.2
",0.2
resent,transfer,ARG0,"1.3
",0.1
resent,transfer,ARG1,"3.9
",0.1
resent,viewer,ARG0,"4.0
",0.7
resent,viewer,ARG1,"2.7
",0.7
resent,wife,ARG0,"5.8
",0.5
resent,wife,ARG1,"5.0
",0.5
resent,woman,ARG0,"5.6
",0.5
resent,woman,ARG1,"4.9
",0.5
see,analyst,ARG0,"6.5
",0.8
see,analyst,ARG1,"5.4
",0.8
see,drop,ARG0,"1.0
",0.1
see,drop,ARG1,"3.8
",0.1
see,effect,ARG0,"1.3
",0.1
see,effect,ARG1,"6.0
",0.2
see,executive,ARG0,"6.8
",0.8
see,executive,ARG1,"6.0
",0.8
see,face,ARG0,"2.4
",0.1
see,face,ARG1,"6.8
",0.9
see,friend,ARG0,"6.7
",0.8
see,friend,ARG1,"6.6
",0.9
see,investor,ARG0,"5.9
",0.8
see,investor,ARG1,"4.2
",0.8
see,movement,ARG0,"1.2
",0.1
see,movement,ARG1,"6.0
",0.2
see,name,ARG0,"1.0
",0.1
see,name,ARG1,"6.0
",0.1
see,pupil,ARG0,"6.6
",0.8
see,pupil,ARG1,"6.3
",0.8
see,return,ARG0,"1.2
",0.0
see,return,ARG1,"5.0
",0.0
see,viewer,ARG0,"6.8
",0.9
see,viewer,ARG1,"3.8
",0.9
tell,analyst,ARG0,"6.5
",0.8
tell,analyst,ARG2,"6.0
",0.8
tell,chairman,ARG0,"6.6
",0.8
tell,chairman,ARG2,"6.2
",0.8
tell,court,ARG0,"6.8
",0.2
tell,court,ARG2,"6.6
",0.2
tell,department,ARG0,"5.3
",0.2
tell,department,ARG2,"5.0
",0.2
tell,executive,ARG0,"6.6
",0.8
tell,executive,ARG2,"5.7
",0.8
tell,investor,ARG0,"6.0
",0.8
tell,investor,ARG2,"6.0
",0.8
tell,officer,ARG0,"6.3
",0.8
tell,officer,ARG2,"6.0
",0.8
tell,patient,ARG0,"5.9
",0.1
tell,patient,ARG2,"6.4
",0.8
tell,reporter,ARG0,"6.7
",0.8
tell,reporter,ARG2,"6.7
",0.8
tell,senator,ARG0,"6.1
",0.8
tell,senator,ARG2,"6.3
",0.8
tell,therapist,ARG0,"6.9
",0.8
tell,therapist,ARG2,"6.7
",0.9
