predicate,argument,role_type,actual_fit,exp_fit
beat,bully,ARG0,6.5,0.75
beat,bully,ARG1,1.9,0.5
beat,egg,ARG0,1.2,0.25
beat,egg,ARG1,6.1,0.75
beat,parent,ARG0,3.7,0.25
beat,parent,ARG1,2.2,0.25
beat,wimp,ARG0,1.7,0.5
beat,wimp,ARG1,4.9,0.5
betray,liar,ARG0,6.9,0.5
betray,liar,ARG1,4.7,0.5
betray,partner,ARG0,3.5,0.75
betray,partner,ARG1,4.5,0.75
betray,wife,ARG0,3.4,0.5
betray,wife,ARG1,4.4,0.75
blame,skydiver,ARG0,2,0.25
blame,skydiver,ARG1,1.5,0.25
blame,student,ARG0,5.3,0.75
blame,student,ARG1,4.7,0.75
blame,weatherman,ARG0,3.4,0.5
blame,weatherman,ARG1,5.5,0.5
blame,writer,ARG0,4.5,0.5
blame,writer,ARG1,4.9,0.5
bother,mechanic,ARG0,2.8,0.5
bother,mechanic,ARG1,3.4,0.25
bother,receptionist,ARG0,2.1,0.5
bother,receptionist,ARG1,4.7,0.5
break,child,ARG0,6,0.5
break,child,ARG1,1.4,0.25
break,horse,ARG0,3.8,0.5
break,horse,ARG1,2.9,0.5
break,vase,ARG0,1.1,0.25
break,vase,ARG1,5.9,0.75
break,window,ARG0,1,0.25
break,window,ARG1,6,0.75
bribe,judge,ARG0,1.6,0.5
bribe,judge,ARG1,4.5,0.75
bribe,manager,ARG0,3.6,0.75
bribe,manager,ARG1,5.1,0.75
bribe,undertaker,ARG0,2.2,0.25
bribe,undertaker,ARG1,2.5,0.25
bury,bone,ARG0,1.3,0.25
bury,bone,ARG1,6.2,0.75
bury,evidence,ARG0,1.4,0.25
bury,evidence,ARG1,4.3,0.75
bury,undertaker,ARG0,6.7,0.75
bury,undertaker,ARG1,2.3,0.75
bury,victim,ARG0,1.8,0.25
bury,victim,ARG1,5.3,0.75
calm,family,ARG0,5.9,0.25
calm,family,ARG1,4.1,0.5
calm,hostage,ARG0,2.6,0.25
calm,hostage,ARG1,4.4,0.5
calm,small_child,ARG0,2.2,0.25
calm,small_child,ARG1,6.4,0.75
calm,teacher,ARG0,5.4,0.5
calm,teacher,ARG1,2.5,0.5
capture,archeologist,ARG0,5.1,0.25
capture,archeologist,ARG1,1.4,0.25
capture,army,ARG0,6.5,0.75
capture,army,ARG1,3.1,0.75
capture,criminal,ARG0,3.6,0.75
capture,criminal,ARG1,6.1,0.75
capture,fugitive,ARG0,2.6,0.75
capture,fugitive,ARG1,5.1,0.75
capture,hunter,ARG0,6,0.75
capture,hunter,ARG1,2,0.75
capture,monkey,ARG0,3.2,0.5
capture,monkey,ARG1,3.9,0.75
capture,policeman,ARG0,6.4,0.75
capture,policeman,ARG1,2.1,0.75
capture,prisoner,ARG0,1.8,0.25
capture,prisoner,ARG1,5,0.75
capture,rabbit,ARG0,2.3,0.25
capture,rabbit,ARG1,5.5,0.75
capture,soldier,ARG0,6.2,0.75
capture,soldier,ARG1,4.7,0.75
capture,tourist,ARG0,4.1,0.25
capture,tourist,ARG1,2.5,0.5
capture,troop,ARG0,6,0.5
capture,troop,ARG1,3.9,0.5
capture,valley,ARG0,1.4,0.25
capture,valley,ARG1,1.8,0.25
caress,dancer,ARG0,3.6,0.5
caress,dancer,ARG1,4,0.5
caress,electrician,ARG0,1.5,0.25
caress,electrician,ARG1,1.3,0.25
caress,grandmother,ARG0,6.2,0.5
caress,grandmother,ARG1,4.6,0.5
caress,hostess,ARG0,3,0.25
caress,hostess,ARG1,2.7,0.5
carry,furniture,ARG0,1.6,0.25
carry,furniture,ARG1,5.3,0.75
carry,invalid,ARG0,1.3,0.25
carry,invalid,ARG1,4.3,0.25
carry,newborn,ARG0,1.2,0.5
carry,newborn,ARG1,6.2,0.75
carry,orderly,ARG0,5.3,0.5
carry,orderly,ARG1,1.6,0.25
carry,postman,ARG0,6.8,0.75
carry,postman,ARG1,1.6,0.75
challenge,aristocrat,ARG0,3.9,0.5
challenge,aristocrat,ARG1,3.6,0.5
challenge,coward,ARG0,1.2,0.25
challenge,coward,ARG1,3.8,0.25
challenge,knight,ARG0,6.7,0.75
challenge,knight,ARG1,5.5,0.75
challenge,moron,ARG0,2.2,0.25
challenge,moron,ARG1,3.1,0.25
chase,bull,ARG0,6.3,0.5
chase,bull,ARG1,2.5,0.5
chase,car,ARG0,3.6,0.25
chase,car,ARG1,4.5,0.25
chase,lion,ARG0,6.6,0.75
chase,lion,ARG1,2.6,0.75
chase,mouse,ARG0,3.1,0.25
chase,mouse,ARG1,5.5,0.75
chase,rabbit,ARG0,3.3,0.5
chase,rabbit,ARG1,5.1,0.75
cheer,athlete,ARG0,6.2,0.25
cheer,athlete,ARG1,6.6,0.75
cheer,crowd,ARG0,6.4,0.75
cheer,crowd,ARG1,2.9,0.75
cheer,farmer,ARG0,1.9,0.5
cheer,farmer,ARG1,1.7,0.5
cheer,performance,ARG0,1.5,0.25
cheer,performance,ARG1,5.4,0.25
cheer,quarterback,ARG0,3.8,0.25
cheer,quarterback,ARG1,5.2,0.75
cheer,spectators,ARG0,6.7,0.75
cheer,spectators,ARG1,1.3,0.75
cheer,touchdown,ARG0,1.4,0.0
cheer,touchdown,ARG1,6,0.25
choose,candidate,ARG0,4,0.25
choose,candidate,ARG1,5.6,0.75
choose,committee,ARG0,6.4,0.75
choose,committee,ARG1,4.3,0.5
choose,computer,ARG0,3.3,0.25
choose,computer,ARG1,4.3,0.25
choose,contestant,ARG0,6,0.5
choose,contestant,ARG1,5.3,0.25
choose,customer,ARG0,6.6,0.75
choose,customer,ARG1,1.8,0.75
choose,shopper,ARG0,6.4,0.75
choose,shopper,ARG1,1.9,0.75
conquer,king,ARG0,6.1,0.75
conquer,king,ARG1,3.8,0.75
conquer,kingdom,ARG0,3.1,0.25
conquer,kingdom,ARG1,5.7,0.75
conquer,peasants,ARG0,2.9,0.25
conquer,peasants,ARG1,4.5,0.25
consider,alternatives,ARG0,1.3,0.0
consider,alternatives,ARG1,6.6,0.75
consider,carpenter,ARG0,5.1,0.25
consider,carpenter,ARG1,5.1,0.25
consider,coroner,ARG0,5.8,0.25
consider,coroner,ARG1,3.4,0.25
consider,golfer,ARG0,5.2,0.25
consider,golfer,ARG1,2.6,0.25
consider,scientists,ARG0,6.6,0.75
consider,scientists,ARG1,4,0.5
consider,secretary,ARG0,5.2,0.25
consider,secretary,ARG1,4.6,0.25
console,bride,ARG0,3.4,0.5
console,bride,ARG1,4.2,0.5
console,coward,ARG0,2.1,0.25
console,coward,ARG1,3.9,0.25
console,secretary,ARG0,3.1,0.25
console,secretary,ARG1,2.2,0.25
console,widow,ARG0,3.6,0.75
console,widow,ARG1,6.6,0.75
convict,criminal,ARG0,1.4,0.75
convict,criminal,ARG1,5.9,0.75
convict,defendant,ARG0,2.4,0.75
convict,defendant,ARG1,4.5,0.75
convict,judge,ARG0,6.4,0.75
convict,judge,ARG1,1.5,0.75
convict,juror,ARG0,6.6,0.0
convict,juror,ARG1,1.3,0.0
convict,suspect,ARG0,1.8,0.5
convict,suspect,ARG1,5.5,0.75
convince,aunt,ARG0,3.3,0.75
convince,aunt,ARG1,3.9,0.75
convince,hypnotist,ARG0,6.2,0.5
convince,hypnotist,ARG1,1.9,0.5
convince,inmate,ARG0,3.5,0.5
convince,inmate,ARG1,4.3,0.5
convince,spy,ARG0,5,0.75
convince,spy,ARG1,3.3,0.5
corner,fugitive,ARG0,3.7,0.75
corner,fugitive,ARG1,4.9,0.75
corner,horse,ARG0,3.3,0.25
corner,horse,ARG1,3.9,0.25
corner,mouse,ARG0,1.9,0.75
corner,mouse,ARG1,5.9,0.75
corner,nurse,ARG0,3,0.25
corner,nurse,ARG1,2.3,0.25
crucify,president,ARG0,2.6,0.25
crucify,president,ARG1,3.1,0.25
crucify,savior,ARG0,2.3,0.5
crucify,savior,ARG1,4.9,0.75
crucify,teacher,ARG0,1.8,0.25
crucify,teacher,ARG1,2.2,0.25
crush,avalanche,ARG0,6.9,0.75
crush,avalanche,ARG1,1.6,0.75
crush,buddy,ARG0,3,0.25
crush,buddy,ARG1,2.7,0.25
crush,climber,ARG0,2.6,0.25
crush,climber,ARG1,5,0.25
crush,skunk,ARG0,1.4,0.25
crush,skunk,ARG1,4,0.25
cure,businesswoman,ARG0,1.9,0.25
cure,businesswoman,ARG1,3,0.25
cure,doctor,ARG0,6.8,0.75
cure,doctor,ARG1,3.8,0.75
cure,drug,ARG0,6.3,0.25
cure,drug,ARG1,1.8,0.75
cure,patient,ARG0,1.4,0.25
cure,patient,ARG1,6.1,0.75
cure,person,ARG0,3.2,0.75
cure,person,ARG1,5.6,0.75
cure,physician,ARG0,6.7,0.75
cure,physician,ARG1,3.1,0.75
cure,saint,ARG0,3.7,0.25
cure,saint,ARG1,2.3,0.25
cure,soldier,ARG0,3,0.25
cure,soldier,ARG1,4.3,0.25
cure,treatment,ARG0,5.8,0.25
cure,treatment,ARG1,1.3,0.75
cure,veterinarian,ARG0,6.4,0.75
cure,veterinarian,ARG1,3.3,0.75
describe,boy,ARG0,6.2,0.5
describe,boy,ARG1,5.8,0.25
describe,cashier,ARG0,4.7,0.5
describe,cashier,ARG1,3.2,0.25
describe,explorer,ARG0,6.9,0.75
describe,explorer,ARG1,3.9,0.75
describe,necklace,ARG0,1.2,0.0
describe,necklace,ARG1,5.9,0.25
describe,person,ARG0,6.5,0.75
describe,person,ARG1,6.3,0.75
desert,infant,ARG0,1.3,0.0
desert,infant,ARG1,2.7,0.0
desert,turtle,ARG0,1.6,0.0
desert,turtle,ARG1,2.7,0.25
desert,wife,ARG0,3.1,0.25
desert,wife,ARG1,4.4,0.25
devour,carrot,ARG0,1,0.0
devour,carrot,ARG1,5.7,0.75
devour,cookie,ARG0,1,0.0
devour,cookie,ARG1,6.7,0.75
devour,fish,ARG0,3.9,0.25
devour,fish,ARG1,6.1,0.75
devour,glutton,ARG0,5.3,0.75
devour,glutton,ARG1,1.6,0.25
devour,goose,ARG0,3.7,0.25
devour,goose,ARG1,5.2,0.75
devour,mouse,ARG0,4.2,0.25
devour,mouse,ARG1,4.6,0.25
devour,pig,ARG0,5.3,0.75
devour,pig,ARG1,5.6,0.5
devour,rabbit,ARG0,3.3,0.25
devour,rabbit,ARG1,5.7,0.25
devour,snake,ARG0,6.2,0.75
devour,snake,ARG1,3.9,0.5
dismiss,principal,ARG0,6.3,0.75
dismiss,principal,ARG1,2,0.25
dismiss,pupil,ARG0,1.5,0.25
dismiss,pupil,ARG1,5.5,0.75
dismiss,student,ARG0,1.5,0.25
dismiss,student,ARG1,5.9,0.75
dismiss,teacher,ARG0,6.8,0.5
dismiss,teacher,ARG1,2.5,0.5
disobey,brat,ARG0,6.7,0.75
disobey,brat,ARG1,3.1,0.75
disobey,children,ARG0,6.1,0.75
disobey,children,ARG1,3.3,0.75
disobey,commanders,ARG0,1.9,0.25
disobey,commanders,ARG1,3.6,0.25
disobey,orders,ARG0,1.2,0.0
disobey,orders,ARG1,5.4,1.0
disobey,troops,ARG0,2.6,0.75
disobey,troops,ARG1,2.8,0.75
disown,babysitter,ARG0,1.8,0.25
disown,babysitter,ARG1,2.3,0.0
disown,daughter,ARG0,2.4,0.25
disown,daughter,ARG1,3,0.75
disown,slave,ARG0,2,0.0
disown,slave,ARG1,3.7,0.25
do,laborer,ARG0,6.5,0.75
do,laborer,ARG1,1.7,0.75
do,sloth,ARG0,2.3,0.25
do,sloth,ARG1,2,0.25
do,vegetable,ARG0,1.9,0.0
do,vegetable,ARG1,1.5,0.0
do,work,ARG0,1.5,0.25
do,work,ARG1,6.4,0.75
draw,artist,ARG0,6.6,1.0
draw,artist,ARG1,2.1,0.75
draw,model,ARG0,2,0.25
draw,model,ARG1,6.4,0.75
draw,picture,ARG0,1.2,0.25
draw,picture,ARG1,6.7,1.0
draw,poster,ARG0,1.1,0.25
draw,poster,ARG1,5.9,0.75
eat,chicken,ARG0,5.9,0.25
eat,chicken,ARG1,6.7,0.75
eat,man,ARG0,6.9,0.75
eat,man,ARG1,1.7,0.75
eat,poultry,ARG0,1.2,0.25
eat,poultry,ARG1,6.6,0.75
eat,steak,ARG0,1,0.0
eat,steak,ARG1,6.9,1.0
enslave,army,ARG0,5.4,0.25
enslave,army,ARG1,2.9,0.25
enslave,peasants,ARG0,1.7,0.25
enslave,peasants,ARG1,5.6,0.75
enslave,pirates,ARG0,6.3,0.5
enslave,pirates,ARG1,2.7,0.5
enslave,victim,ARG0,1.5,0.25
enslave,victim,ARG1,4.3,0.75
entertain,audience,ARG0,1.7,0.25
entertain,audience,ARG1,6.7,1.0
entertain,businessman,ARG0,5,0.5
entertain,businessman,ARG1,4.5,0.5
entertain,comedian,ARG0,6.9,0.75
entertain,comedian,ARG1,2.7,0.75
entertain,idea,ARG0,5.1,0.25
entertain,idea,ARG1,4.2,0.5
entertain,patron,ARG0,1.7,0.75
entertain,patron,ARG1,4.7,0.75
entertain,stripper,ARG0,7,0.75
entertain,stripper,ARG1,2.2,0.75
evaluate,applicant,ARG0,3.3,0.75
evaluate,applicant,ARG1,5.7,0.75
evaluate,automobile,ARG0,1.2,0.25
evaluate,automobile,ARG1,4.5,0.5
evaluate,committee,ARG0,6.3,0.75
evaluate,committee,ARG1,3.9,0.25
evaluate,instructor,ARG0,6.1,0.5
evaluate,instructor,ARG1,4,0.25
evaluate,possibilities,ARG0,1.9,0.0
evaluate,possibilities,ARG1,6.3,0.75
evaluate,student,ARG0,5.4,0.75
evaluate,student,ARG1,5.5,0.75
evaluate,supervisor,ARG0,6.7,0.75
evaluate,supervisor,ARG1,4.3,0.5
examine,defendant,ARG0,2.7,0.25
examine,defendant,ARG1,5.8,0.5
examine,doctor,ARG0,6.6,0.75
examine,doctor,ARG1,1.9,0.75
examine,evidence,ARG0,1.4,0.25
examine,evidence,ARG1,6.3,0.75
examine,horse,ARG0,1.4,0.25
examine,horse,ARG1,4.9,0.75
examine,patient,ARG0,2.1,0.25
examine,patient,ARG1,6.3,0.75
examine,report,ARG0,3.2,0.25
examine,report,ARG1,6.3,0.75
examine,scientist,ARG0,6.7,0.75
examine,scientist,ARG1,2.3,0.75
excuse,auditor,ARG0,3.5,0.25
excuse,auditor,ARG1,2.6,0.25
excuse,drummer,ARG0,2.7,0.25
excuse,drummer,ARG1,2.1,0.25
excuse,optometrist,ARG0,3.9,0.25
excuse,optometrist,ARG1,2.3,0.25
excuse,prince,ARG0,4,0.5
excuse,prince,ARG1,4.4,0.25
execute,hangman,ARG0,5.1,0.75
execute,hangman,ARG1,3.9,0.25
execute,hostages,ARG0,1.7,0.0
execute,hostages,ARG1,4.9,0.25
execute,martyr,ARG0,2.7,0.25
execute,martyr,ARG1,4,0.5
execute,martyr,ARG0,2.1,0.25
execute,martyr,ARG1,4.5,0.5
execute,murderer,ARG0,6.6,0.75
execute,murderer,ARG1,4.9,0.75
execute,nun,ARG0,1.1,0.25
execute,nun,ARG1,1.3,0.25
execute,plumber,ARG0,1.6,0.25
execute,plumber,ARG1,1.4,0.25
execute,strategy,ARG0,1.9,0.0
execute,strategy,ARG1,4.8,0.25
execute,terrorists,ARG0,6.1,0.5
execute,terrorists,ARG1,4,0.75
exile,criminal,ARG0,2.2,0.5
exile,criminal,ARG1,5.5,0.75
exile,dictator,ARG0,6,0.75
exile,dictator,ARG1,4.1,0.75
expect,housewife,ARG0,4.8,0.25
expect,housewife,ARG1,2.6,0.25
expect,mailman,ARG0,2.5,0.25
expect,mailman,ARG1,4.8,0.25
expect,package,ARG0,1.3,0.25
expect,package,ARG1,5.5,0.25
expect,plumber,ARG0,3.1,0.25
expect,plumber,ARG1,4.8,0.25
expect,salesman,ARG0,3.7,0.25
expect,salesman,ARG1,2.5,0.25
fight,boxer,ARG0,6.8,0.75
fight,boxer,ARG1,6.1,0.75
fight,landlord,ARG0,4.4,0.5
fight,landlord,ARG1,4.1,0.5
fight,maniac,ARG0,6.1,0.75
fight,maniac,ARG1,3.2,0.75
fight,pacifist,ARG0,1.4,0.25
fight,pacifist,ARG1,2,0.25
fight,wrestler,ARG0,6.2,0.75
fight,wrestler,ARG1,5.8,0.75
find,archeologist,ARG0,6.4,0.75
find,archeologist,ARG1,1.8,0.75
find,child,ARG0,5.4,0.5
find,child,ARG1,4.1,0.75
find,goat,ARG0,2.9,0.25
find,goat,ARG1,2.8,0.75
find,kitten,ARG0,4.3,0.25
find,kitten,ARG1,4.7,0.75
find,singer,ARG0,2.9,0.5
find,singer,ARG1,3.5,0.75
fire,employee,ARG0,1.9,0.75
fire,employee,ARG1,6.4,0.75
fire,employer,ARG0,6.1,0.75
fire,employer,ARG1,2.4,0.75
fire,laborer,ARG0,1.6,0.75
fire,laborer,ARG1,6.1,0.75
fire,owner,ARG0,6.3,0.25
fire,owner,ARG1,1.9,0.25
fire,supervisor,ARG0,5.9,0.75
fire,supervisor,ARG1,3.4,0.75
flatter,aristocrat,ARG0,3.4,0.5
flatter,aristocrat,ARG1,4.1,0.75
flatter,girl,ARG0,5.7,0.5
flatter,girl,ARG1,6.2,0.75
flatter,glutton,ARG0,2.3,0.25
flatter,glutton,ARG1,1.8,0.25
flatter,psychoanalyst,ARG0,3,0.25
flatter,psychoanalyst,ARG1,2.2,0.25
flog,guard,ARG0,4.8,0.25
flog,guard,ARG1,1.9,0.25
flog,inmate,ARG0,4.1,0.75
flog,inmate,ARG1,4.1,0.75
flog,prisoner,ARG0,3.5,0.75
flog,prisoner,ARG1,4.5,0.75
flog,slave,ARG0,2.3,0.75
flog,slave,ARG1,5.3,0.75
frighten,baby,ARG0,2,0.25
frighten,baby,ARG1,5.5,0.75
frighten,cat,ARG0,3.1,0.5
frighten,cat,ARG1,5.5,0.5
frighten,hiker,ARG0,1.8,0.25
frighten,hiker,ARG1,3.8,0.25
frighten,maid,ARG0,1.2,0.25
frighten,maid,ARG1,3.2,0.25
frighten,monster,ARG0,6.4,0.75
frighten,monster,ARG1,1.8,0.75
frighten,nurse,ARG0,3.8,0.25
frighten,nurse,ARG1,3,0.25
frighten,snake,ARG0,6.2,0.25
frighten,snake,ARG1,3.9,0.75
govern,president,ARG0,6.7,0.75
govern,president,ARG1,2.7,0.75
govern,territory,ARG0,1.5,0.25
govern,territory,ARG1,6.7,0.75
govern,villagers,ARG0,3.2,0.25
govern,villagers,ARG1,6.5,0.25
grab,banana,ARG0,1,0.25
grab,banana,ARG1,6.2,0.75
grab,quarterback,ARG0,6.1,0.5
grab,quarterback,ARG1,5.3,0.25
grab,stewardess,ARG0,4.6,0.25
grab,stewardess,ARG1,3,0.25
grade,examination,ARG0,4,0.25
grade,examination,ARG1,6.5,0.75
grade,foreman,ARG0,4.5,0.25
grade,foreman,ARG1,3.2,0.25
grade,paper,ARG0,1.1,0.25
grade,paper,ARG1,6.5,0.75
grade,professor,ARG0,6.7,1.0
grade,professor,ARG1,2.4,0.75
grade,pupil,ARG0,2.3,0.75
grade,pupil,ARG1,6.8,0.75
grade,student,ARG0,2.4,0.25
grade,student,ARG1,6.8,0.75
grade,teacher,ARG0,6.9,1.0
grade,teacher,ARG1,2.6,0.75
grade,undergraduate,ARG0,2.4,0.5
grade,undergraduate,ARG1,7,0.75
grasp,child,ARG0,5.4,0.75
grasp,child,ARG1,5.7,0.75
grasp,hammer,ARG0,1,0.25
grasp,hammer,ARG1,6.3,0.75
grasp,reporter,ARG0,4.8,0.5
grasp,reporter,ARG1,3.1,0.25
grow,crops,ARG0,3.8,0.25
grow,crops,ARG1,6,1.0
grow,flowers,ARG0,2.8,0.25
grow,flowers,ARG1,5.9,0.75
grow,pigs,ARG0,1.8,0.5
grow,pigs,ARG1,3.1,0.75
grow,rabbits,ARG0,2,0.75
grow,rabbits,ARG1,3.1,0.75
haunt,ghost,ARG0,6.3,1.0
haunt,ghost,ARG1,2.5,1.0
haunt,memory,ARG0,5.8,0.5
haunt,memory,ARG1,4.9,0.75
haunt,salesman,ARG0,2.2,0.25
haunt,salesman,ARG1,1.8,0.25
haunt,woman,ARG0,2.3,0.25
haunt,woman,ARG1,3.2,0.25
help,assistant,ARG0,6.3,0.75
help,assistant,ARG1,3.8,0.75
help,cause,ARG0,2.5,0.25
help,cause,ARG1,5.6,0.0
help,fireman,ARG0,6.7,0.75
help,fireman,ARG1,3.9,0.75
help,gardener,ARG0,4.5,0.5
help,gardener,ARG1,4,0.5
help,victim,ARG0,1.9,0.75
help,victim,ARG1,5.9,0.75
hire,applicant,ARG0,1.3,0.5
hire,applicant,ARG1,5.6,0.75
hire,boss,ARG0,6.7,0.75
hire,boss,ARG1,2.9,0.75
hire,chairman,ARG0,4.5,0.75
hire,chairman,ARG1,2.7,0.5
hire,employee,ARG0,1.9,0.75
hire,employee,ARG1,5.6,0.75
hire,friend,ARG0,4.1,0.5
hire,friend,ARG1,4.4,0.5
hire,manager,ARG0,6.7,0.75
hire,manager,ARG1,3.6,0.75
hire,supervisor,ARG0,6.3,0.75
hire,supervisor,ARG1,4.5,0.75
hit,director,ARG0,2.7,0.5
hit,director,ARG1,1.9,0.25
hit,guard,ARG0,5.1,0.5
hit,guard,ARG1,3.6,0.5
hit,undergraduate,ARG0,2.5,0.25
hit,undergraduate,ARG1,1.9,0.25
hunt,cowboys,ARG0,4.4,0.75
hunt,cowboys,ARG1,1.5,0.75
hunt,divers,ARG0,4.4,0.25
hunt,divers,ARG1,1.6,0.25
hunt,fugitives,ARG0,2.9,0.25
hunt,fugitives,ARG1,5.6,0.5
hunt,lion,ARG0,6.4,0.75
hunt,lion,ARG1,5.1,0.75
hunt,mouse,ARG0,2.6,0.25
hunt,mouse,ARG1,5,0.25
hunt,rabbit,ARG0,2.4,0.25
hunt,rabbit,ARG1,6.7,0.75
hypnotize,butterfly,ARG0,2.3,0.0
hypnotize,butterfly,ARG1,1.1,0.0
hypnotize,patient,ARG0,1.3,0.0
hypnotize,patient,ARG1,5.3,0.75
hypnotize,pendulum,ARG0,4.5,0.25
hypnotize,pendulum,ARG1,1.3,0.25
hypnotize,psychoanalyst,ARG0,5.8,0.75
hypnotize,psychoanalyst,ARG1,2,0.5
hypnotize,volunteer,ARG0,1.4,0.5
hypnotize,volunteer,ARG1,3.9,0.75
identify,jewelry,ARG0,1.7,0.25
identify,jewelry,ARG1,4.4,0.5
identify,jogger,ARG0,4.1,0.5
identify,jogger,ARG1,3.6,0.5
identify,nurse,ARG0,5.8,0.75
identify,nurse,ARG1,4.2,0.25
identify,pilot,ARG0,5.7,0.5
identify,pilot,ARG1,3.4,0.5
identify,thief,ARG0,4.2,0.5
identify,thief,ARG1,4.4,0.75
indicate,man,ARG0,3.9,0.25
indicate,man,ARG1,3.7,0.25
indicate,newscaster,ARG0,6.2,0.5
indicate,newscaster,ARG1,4.1,0.25
indicate,video,ARG0,4.8,0.25
indicate,video,ARG1,3.3,0.5
inject,janitor,ARG0,1.9,0.25
inject,janitor,ARG1,1.7,0.25
inject,patient,ARG0,2.8,0.0
inject,patient,ARG1,6.4,0.75
injure,supervisor,ARG0,1.9,0.5
injure,supervisor,ARG1,1.5,0.25
injure,butterfly,ARG0,1.1,0.25
injure,butterfly,ARG1,4.3,0.25
injure,peasant,ARG0,2.4,0.25
injure,peasant,ARG1,3.7,0.75
inspire,worker,ARG0,4.1,0.5
inspire,worker,ARG1,4.7,0.5
