predicate,argument,role_type,actual_fit,exp_fit
eat,debt,ARG0,"1.3
",0.0
eat,debt,ARG1,"1.4
",0.0
eat,egg,ARG0,"1.0
",0.0
eat,egg,ARG1,"6.4
",0.75
eat,group,ARG0,"6.0
",0.25
eat,group,ARG1,"1.1
",0.25
eat,husband,ARG0,"6.7
",0.75
eat,husband,ARG1,"1.3
",0.25
eat,local,ARG0,"6.7
",0.0
eat,local,ARG1,"1.5
",0.0
eat,lunch,ARG0,"1.1
",0.0
eat,lunch,ARG1,"6.9
",1.0
eat,meal,ARG0,"1.0
",0.25
eat,meal,ARG1,"6.9
",0.75
eat,people,ARG0,"6.9
",1.0
eat,people,ARG1,"1.5
",0.75
eat,pizza,ARG0,"1.1
",0.0
eat,pizza,ARG1,"6.8
",1.0
eat,villager,ARG0,"6.8
",0.75
eat,villager,ARG1,"1.7
",0.25
eliminate,act,ARG0,"4.9
",0.25
eliminate,act,ARG1,"2.4
",0.25
eliminate,barrier,ARG0,"3.9
",0.25
eliminate,barrier,ARG1,"4.9
",0.75
eliminate,club,ARG0,"3.6
",0.25
eliminate,club,ARG1,"2.8
",0.25
eliminate,intruder,ARG0,"3.3
",0.25
eliminate,intruder,ARG1,"2.8
",0.75
eliminate,job,ARG0,"3.0
",0.25
eliminate,job,ARG1,"5.0
",0.5
eliminate,law,ARG0,"4.6
",0.25
eliminate,law,ARG1,"3.0
",0.5
eliminate,need,ARG0,"2.5
",0.25
eliminate,need,ARG1,"5.0
",0.5
eliminate,policy,ARG0,"4.2
",0.25
eliminate,policy,ARG1,"4.2
",0.5
eliminate,provision,ARG0,"3.1
",0.25
eliminate,provision,ARG1,"4.1
",0.5
eliminate,therapy,ARG0,"4.7
",0.25
eliminate,therapy,ARG1,"2.7
",0.25
embarrass,board,ARG0,"3.8
",0.0
embarrass,board,ARG1,"3.9
",0.25
embarrass,book-keeping,ARG0,"2.6
",0.0
embarrass,book-keeping,ARG1,"1.3
",0.0
embarrass,conservative,ARG0,"3.9
",0.25
embarrass,conservative,ARG1,"3.7
",0.25
embarrass,executive,ARG0,"4.8
",0.5
embarrass,executive,ARG1,"4.9
",0.5
embarrass,government,ARG0,"3.8
",0.5
embarrass,government,ARG1,"4.9
",0.5
embarrass,importunity,ARG0,"2.4
",0.0
embarrass,importunity,ARG1,"1.2
",0.25
embarrass,information,ARG0,"4.8
",0.25
embarrass,information,ARG1,"1.2
",0.5
embarrass,intervener,ARG0,"4.1
",0.25
embarrass,intervener,ARG1,"2.9
",0.25
embarrass,lyric,ARG0,"3.6
",0.25
embarrass,lyric,ARG1,"1.2
",0.25
embarrass,official,ARG0,"4.9
",0.5
embarrass,official,ARG1,"5.0
",0.5
embarrass,revelation,ARG0,"5.3
",0.25
embarrass,revelation,ARG1,"1.2
",0.75
embarrass,treatment,ARG0,"4.0
",0.25
embarrass,treatment,ARG1,"1.0
",0.25
encourage,affiliate,ARG0,"3.7
",0.25
encourage,affiliate,ARG1,"4.9
",0.25
encourage,boy,ARG0,"5.2
",0.75
encourage,boy,ARG1,"5.7
",0.75
encourage,client,ARG0,"3.7
",0.75
encourage,client,ARG1,"5.1
",0.75
encourage,company,ARG0,"4.0
",0.5
encourage,company,ARG1,"4.0
",0.5
encourage,executive,ARG0,"5.0
",0.75
encourage,executive,ARG1,"5.6
",0.5
encourage,government,ARG0,"4.2
",0.75
encourage,government,ARG1,"3.8
",0.75
encourage,investor,ARG0,"5.1
",0.75
encourage,investor,ARG1,"5.5
",0.75
encourage,pupil,ARG0,"3.9
",0.75
encourage,pupil,ARG1,"5.9
",0.75
encourage,purpose,ARG0,"3.8
",0.0
encourage,purpose,ARG1,"3.6
",0.25
encourage,technician,ARG0,"4.0
",0.5
encourage,technician,ARG1,"4.8
",0.25
encourage,uncertainty,ARG0,"2.5
",0.0
encourage,uncertainty,ARG1,"5.5
",0.25
encourage,vicar,ARG0,"5.6
",0.5
encourage,vicar,ARG1,"4.7
",0.5
hear,appeal,ARG0,"1.7
",0.25
hear,appeal,ARG1,"6.4
",0.25
hear,board,ARG0,"5.4
",0.0
hear,board,ARG1,"2.8
",0.25
hear,case,ARG0,"1.4
",0.25
hear,case,ARG1,"5.8
",0.25
hear,committee,ARG0,"5.8
",0.25
hear,committee,ARG1,"4.1
",0.25
hear,court,ARG0,"6.4
",0.25
hear,court,ARG1,"5.2
",0.25
hear,ear,ARG0,"6.8
",0.25
hear,ear,ARG1,"1.3
",0.25
hear,girl,ARG0,"6.8
",0.25
hear,girl,ARG1,"6.5
",0.25
hear,knock,ARG0,"1.1
",0.0
hear,knock,ARG1,"6.2
",0.75
hear,man,ARG0,"6.7
",0.75
hear,man,ARG1,"6.5
",0.0
hear,moan,ARG0,"1.1
",0.0
hear,moan,ARG1,"5.8
",0.75
hear,sound,ARG0,"1.1
",0.0
hear,sound,ARG1,"6.8
",1.0
hear,voice,ARG0,"1.2
",0.0
hear,voice,ARG1,"6.5
",0.75
hit,baby,ARG0,"6.2
",0.25
hit,baby,ARG1,"3.6
",0.25
hit,ball,ARG2,"5.7
",0.75
hit,ball,ARG1,"6.1
",0.75
hit,brother,ARG0,"4.7
",0.75
hit,brother,ARG1,"4.1
",0.75
hit,creature,ARG0,"5.0
",0.75
hit,creature,ARG1,"5.0
",0.75
hit,earthquake,ARG2,"2.7
",0.25
hit,earthquake,ARG1,"1.3
",0.25
hit,man,ARG0,"5.6
",0.75
hit,man,ARG1,"4.1
",0.75
hit,market,ARG2,"1.7
",0.25
hit,market,ARG1,"3.7
",0.25
hit,mummy,ARG0,"2.3
",0.5
hit,mummy,ARG1,"2.2
",0.5
hit,opponent,ARG0,"5.3
",0.75
hit,opponent,ARG1,"5.7
",0.75
hit,player,ARG0,"5.6
",0.75
hit,player,ARG1,"5.7
",0.75
hit,quake,ARG2,"3.4
",0.0
hit,quake,ARG1,"1.2
",0.0
hit,stock,ARG2,"2.7
",0.25
hit,stock,ARG1,"2.0
",0.25
increase,amount,ARG0,"2.4
",0.25
increase,amount,ARG1,"5.5
",0.75
increase,authority,ARG0,"6.0
",0.25
increase,authority,ARG1,"2.9
",0.5
increase,bank,ARG0,"6.0
",0.25
increase,bank,ARG1,"2.4
",0.25
increase,company,ARG0,"5.2
",0.25
increase,company,ARG1,"2.6
",0.5
increase,industry,ARG0,"5.7
",0.25
increase,industry,ARG1,"3.0
",0.5
increase,model,ARG0,"2.6
",0.25
increase,model,ARG1,"3.5
",0.25
increase,move,ARG0,"4.0
",0.0
increase,move,ARG1,"2.0
",0.0
increase,number,ARG0,"1.6
",0.25
increase,number,ARG1,"5.5
",0.75
increase,rate,ARG0,"4.7
",0.25
increase,rate,ARG1,"5.8
",0.75
increase,revenue,ARG0,"4.0
",0.25
increase,revenue,ARG1,"5.8
",0.75
increase,sale,ARG0,"5.6
",0.25
increase,sale,ARG1,"2.7
",0.75
inform,administration,ARG0,"6.0
",0.75
inform,administration,ARG1,"5.6
",0.75
inform,center,ARG0,"4.9
",0.25
inform,center,ARG1,"4.0
",0.25
inform,committee,ARG0,"5.9
",0.75
inform,committee,ARG1,"5.3
",0.75
inform,employee,ARG0,"5.2
",0.75
inform,employee,ARG1,"5.6
",0.75
inform,foundation,ARG0,"4.2
",0.25
inform,foundation,ARG1,"3.4
",0.25
inform,network,ARG0,"4.4
",0.25
inform,network,ARG1,"2.6
",0.25
inform,police,ARG0,"5.8
",0.75
inform,police,ARG1,"6.0
",0.25
inform,public,ARG0,"3.8
",0.75
inform,public,ARG1,"5.9
",0.75
inform,reader,ARG0,"4.1
",0.25
inform,reader,ARG1,"5.9
",0.75
inform,secretary,ARG0,"6.2
",0.75
inform,secretary,ARG1,"5.8
",0.75
inform,system,ARG0,"4.6
",0.25
inform,system,ARG1,"1.9
",0.25
kill,antibody,ARG0,"5.9
",0.5
kill,antibody,ARG1,"4.1
",0.5
kill,cell,ARG0,"2.8
",0.25
kill,cell,ARG1,"5.7
",0.5
kill,girl,ARG0,"2.2
",0.25
kill,girl,ARG1,"4.1
",0.25
kill,group,ARG0,"3.4
",0.5
kill,group,ARG1,"3.0
",0.5
kill,house,ARG0,"1.7
",0.0
kill,house,ARG1,"1.0
",0.0
kill,item,ARG0,"2.7
",0.0
kill,item,ARG1,"1.3
",0.25
kill,lion,ARG0,"2.7
",0.75
kill,lion,ARG1,"4.9
",0.75
kill,man,ARG0,"3.4
",0.75
kill,man,ARG1,"5.4
",0.75
kill,mother,ARG0,"2.1
",0.25
kill,mother,ARG1,"3.8
",0.25
kill,people,ARG0,"3.0
",0.75
kill,people,ARG1,"6.2
",0.75
kill,rebel,ARG0,"4.5
",0.5
kill,rebel,ARG1,"5.0
",0.5
kill,shark,ARG0,"2.1
",0.5
kill,shark,ARG1,"3.9
",0.5
promise,administration,ARG0,"6.1
",0.75
promise,administration,ARG1,"4.9
",0.5
promise,company,ARG0,"5.8
",0.5
promise,company,ARG1,"5.2
",0.5
promise,customer,ARG0,"3.6
",0.5
promise,customer,ARG1,"6.4
",0.5
promise,foundation,ARG0,"4.9
",0.25
promise,foundation,ARG1,"5.1
",0.25
promise,fund,ARG0,"3.8
",0.25
promise,fund,ARG1,"1.9
",0.25
promise,government,ARG0,"6.4
",0.75
promise,government,ARG1,"5.0
",0.5
promise,parent,ARG0,"6.5
",0.75
promise,parent,ARG1,"5.8
",0.75
promise,plan,ARG0,"5.1
",0.25
promise,plan,ARG1,"1.2
",0.25
promise,state,ARG0,"5.6
",0.25
promise,state,ARG1,"3.9
",0.25
promise,station,ARG0,"1.9
",0.0
promise,station,ARG1,"2.2
",0.0
promise,sun-god,ARG0,"1.2
",0.25
promise,sun-god,ARG1,"2.7
",0.25
raise,bank,ARG0,"6.0
",0.25
raise,bank,ARG1,"1.8
",0.25
raise,congress,ARG0,"5.3
",0.25
raise,congress,ARG1,"1.2
",0.25
raise,country,ARG0,"5.2
",0.25
raise,country,ARG1,"1.3
",0.25
raise,dividend,ARG0,"1.6
",0.25
raise,dividend,ARG1,"4.7
",0.75
raise,firm,ARG0,"5.3
",0.25
raise,firm,ARG1,"2.0
",0.25
raise,government,ARG0,"6.0
",0.75
raise,government,ARG1,"1.2
",0.75
raise,price,ARG0,"1.7
",0.25
raise,price,ARG1,"6.0
",0.75
raise,question,ARG0,"4.2
",0.0
raise,question,ARG1,"6.4
",0.75
raise,rate,ARG0,"1.8
",0.25
raise,rate,ARG1,"5.7
",0.5
raise,stake,ARG0,"2.1
",0.25
raise,stake,ARG1,"5.2
",0.75
resent,contribution,ARG0,"1.2
",0.0
resent,contribution,ARG1,"3.5
",0.25
resent,cost,ARG0,"1.1
",0.0
resent,cost,ARG1,"5.6
",0.25
resent,firm,ARG0,"2.7
",0.25
resent,firm,ARG1,"5.2
",0.25
resent,group,ARG0,"5.2
",0.5
resent,group,ARG1,"5.2
",0.5
resent,individual,ARG0,"6.0
",0.75
resent,individual,ARG1,"5.6
",0.75
resent,intrusion,ARG0,"1.2
",0.0
resent,intrusion,ARG1,"6.1
",0.75
resent,presence,ARG0,"1.4
",0.25
resent,presence,ARG1,"5.0
",0.5
resent,product,ARG0,"1.2
",0.25
resent,product,ARG1,"4.2
",0.25
resent,transfer,ARG0,"1.3
",0.0
resent,transfer,ARG1,"3.9
",0.0
resent,viewer,ARG0,"4.0
",0.5
resent,viewer,ARG1,"2.7
",0.5
resent,wife,ARG0,"5.8
",0.5
resent,wife,ARG1,"5.0
",0.5
resent,woman,ARG0,"5.6
",0.5
resent,woman,ARG1,"4.9
",0.25
see,analyst,ARG0,"6.5
",0.75
see,analyst,ARG1,"5.4
",0.25
see,drop,ARG0,"1.0
",0.0
see,drop,ARG1,"3.8
",0.0
see,effect,ARG0,"1.3
",0.0
see,effect,ARG1,"6.0
",0.25
see,executive,ARG0,"6.8
",0.75
see,executive,ARG1,"6.0
",0.5
see,face,ARG0,"2.4
",0.25
see,face,ARG1,"6.8
",0.75
see,friend,ARG0,"6.7
",0.75
see,friend,ARG1,"6.6
",0.75
see,investor,ARG0,"5.9
",0.75
see,investor,ARG1,"4.2
",0.5
see,movement,ARG0,"1.2
",0.0
see,movement,ARG1,"6.0
",0.25
see,name,ARG0,"1.0
",0.0
see,name,ARG1,"6.0
",0.25
see,pupil,ARG0,"6.6
",0.75
see,pupil,ARG1,"6.3
",0.25
see,return,ARG0,"1.2
",0.0
see,return,ARG1,"5.0
",0.0
see,viewer,ARG0,"6.8
",1.0
see,viewer,ARG1,"3.8
",1.0
tell,analyst,ARG0,"6.5
",0.75
tell,analyst,ARG2,"6.0
",0.75
tell,chairman,ARG0,"6.6
",0.75
tell,chairman,ARG2,"6.2
",0.5
tell,court,ARG0,"6.8
",0.25
tell,court,ARG2,"6.6
",0.25
tell,department,ARG0,"5.3
",0.25
tell,department,ARG2,"5.0
",0.25
tell,executive,ARG0,"6.6
",0.75
tell,executive,ARG2,"5.7
",0.75
tell,investor,ARG0,"6.0
",0.75
tell,investor,ARG2,"6.0
",0.75
tell,officer,ARG0,"6.3
",0.75
tell,officer,ARG2,"6.0
",0.75
tell,patient,ARG0,"5.9
",0.25
tell,patient,ARG2,"6.4
",0.25
tell,reporter,ARG0,"6.7
",0.75
tell,reporter,ARG2,"6.7
",0.75
tell,senator,ARG0,"6.1
",0.75
tell,senator,ARG2,"6.3
",0.75
tell,therapist,ARG0,"6.9
",0.5
tell,therapist,ARG2,"6.7
",0.75
