predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
examine,hospital,The doctor examined the patient in the hospital.,1.0,The nurse examined the patient in the hospital.,1.0,The doctor examined the patient in the hospital's emergency room.,0.75,The doctor examined the patient in the hospital's intensive care unit.,0.75,The doctor examined the patient in the hospital's outpatient clinic.,0.75,6.9,0.85
examine,office,The police examined the office for clues.,1.0,The forensic team examined the office for fingerprints.,0.8,The detective examined the office for any signs of tampering.,0.8,The investigator examined the office for any evidence of fraud.,0.8,The scientist examined the office for any unusual chemicals or substances.,0.8,4.7,0.84
examine,laboratory,The researcher examined the laboratory to ensure that it was clean and well-equipped.,1.0,The scientist examined the laboratory to identify any potential hazards.,1.0,The technician examined the laboratory to ensure that all equipment was functioning properly.,1.0,The engineer examined the laboratory to identify any areas for improvement.,1.0,The quality control specialist examined the laboratory to ensure that all procedures were followed correctly.,1.0,6.8,1.0
examine,school,The teacher examined the school's curriculum to ensure it was comprehensive and up-to-date.,0.75,The principal examined the school's facilities to ensure they were safe and well-maintained.,0.8,The school's administration examined the school's budget to ensure it was balanced and sustainable.,0.8,The school's staff examined the school's policies to ensure they were fair and equitable.,0.75,The school's students examined the school's resources to ensure they were accessible and useful.,0.75,5.2,0.77
examine,court,The court examined the evidence presented in the trial.,1.0,The court examined the witnesses in the trial.,1.0,The court examined the legal precedents in the case.,1.0,The court examined the legal arguments in the case.,1.0,The court examined the legal implications of the ruling.,0.8,5.9,0.96
examine,bank,Examine the bank's financial statements to determine its financial health.,1.0,Examine the bank's policies to ensure they are fair and transparent.,0.8,Examine the bank's customer service to ensure it is responsive and helpful.,0.8,Examine the bank's technology to ensure it is up-to-date and secure.,0.8,Examine the bank's reputation to ensure it is trustworthy and reputable.,0.8,3.8,0.84
gamble,bar,I gambled on the bar to win the jackpot.,0.5,The bar gambled on me to win the game.,0.5,The bar was the location where I gambled to win the prize.,0.8,"I gambled on the bar to win the game, but I lost.",0.5,"The bar gambled on me to win the game, but I lost.",0.5,4.3,0.56
gamble,racetrack,I gambled on the racetrack and lost my shirt.,0.8,The racetrack was the location where I gambled and won big.,1.0,I gambled on the racetrack and won a small fortune.,0.8,The racetrack was the location where I gambled and lost everything.,1.0,I gambled on the racetrack and won a small amount of money.,0.8,6.8,0.88
gamble,casino,I gambled at the casino last night.,0.8,The casino gambled on the outcome of the game.,0.8,"The casino gambled on the outcome of the game, but it lost.",0.8,"The casino gambled on the outcome of the game, but it won.",0.8,"The casino gambled on the outcome of the game, and it was a close call.",0.8,7,0.8
gamble,hotel,I gambled at the hotel last night.,0.8,The hotel gambled on the outcome of the game.,0.5,The hotel was the location of the gamble.,1.0,The gamble was held at the hotel.,1.0,The hotel was the site of the gamble.,0.8,3.5,0.82
gamble,party,The party gambled on the outcome of the election.,0.75,The party gambled on the stock market.,0.5,The party gambled on the lottery.,0.5,The party gambled on the outcome of the game.,0.8,The party gambled on the result of the race.,0.75,3.5,0.66
gamble,mall,I gambled at the mall last weekend.,0.8,The mall was a great place to gamble.,0.8,I gambled on the mall's food court.,0.5,The mall's food court was a great place to gamble.,0.75,I gambled on the mall's arcade games.,0.5,2,0.67
gamble,airport,I gambled at the airport.,0.8,The airport was a popular gamble spot.,0.8,The airport was a great place to gamble.,0.8,I gambled at the airport and won big.,0.8,The airport was a great place to gamble and I won big.,0.8,1.8,0.8
gamble,arena,The gambler gambled in the arena.,0.8,The gambler gambled in the casino.,1.0,The gambler gambled in the lottery.,0.5,The gambler gambled in the stock market.,0.5,The gambler gambled in the poker game.,0.5,3.8,0.66
drive,highway,I drove down the highway to get to the city.,0.8,The driver drove the car down the highway.,0.8,The car was driven down the highway by the driver.,0.8,The highway was driven down by the car.,0.8,The driver drove the car down the highway to get to the city.,0.8,7,0.8
drive,racetrack,The car drove down the racetrack.,0.8,The racetrack was driven by the car.,0.5,The car drove around the racetrack.,0.8,The racetrack was driven by the car at high speed.,0.5,The car drove on the racetrack for hours.,1.0,6.2,0.72
drive,rink,I drove to the rink to play hockey.,0.8,"The rink was located in a remote area, so I had to drive there.",0.5,"The rink was a popular destination for hockey fans, so I had to drive there to see the game.",0.8,I drove to the rink to pick up my hockey gear.,0.8,"The rink was located in a different city, so I had to drive there to play.",0.75,2.8,0.73
drive,sidewalk,The driver drove the car onto the sidewalk.,0.5,The sidewalk was the location where the driver parked the car.,0.5,The driver drove the car onto the sidewalk and parked it there.,0.5,The sidewalk was the location where the driver parked the car after driving it there.,0.5,"The driver drove the car onto the sidewalk and parked it there, making sure to avoid any obstacles.",0.75,2.1,0.55
drive,ditch,The car drove down the ditch.,0.8,The car drove into the ditch.,0.8,The car drove out of the ditch.,0.8,The car drove over the ditch.,0.8,The car drove through the ditch.,0.8,1.7,0.8
drive,field,The driver drove the car through the field.,0.8,The car was driven through the field by the driver.,0.8,The field was driven through by the car and the driver.,0.75,The driver drove the car through the field and the car was driven through the field by the driver.,0.8,The field was driven through by the car and the driver and the driver drove the car through the field.,0.75,3.7,0.78
hunt,forest,The hunter hunted in the forest.,1.0,The forest was the hunter's hunting ground.,0.8,The hunter was hunting in the forest.,1.0,The forest was the hunter's hunting location.,1.0,The hunter was hunting in the forest for game.,1.0,6.9,0.96
hunt,lake,The hunter hunted in the lake.,1.0,The hunter hunted near the lake.,0.8,The hunter hunted by the lake.,0.8,The hunter hunted around the lake.,0.8,The hunter hunted on the lake.,1.0,4.3,0.88
hunt,backyard,The hunter hunted in the backyard.,1.0,The hunter hunted in the backyard for hours.,1.0,The hunter hunted in the backyard with a dog.,1.0,The hunter hunted in the backyard with a rifle.,1.0,The hunter hunted in the backyard with a bow and arrow.,1.0,2.2,1.0
hunt,ocean,,0.8,,0.8,,0.8,,0.8,,0.8,3.2,0.8
hunt,swamp,The hunter hunted in the swamp.,1.0,The swamp was the hunter's hunting ground.,0.8,The hunter was hunting in the swamp.,1.0,The swamp was the place where the hunter hunted.,1.0,The hunter hunted in the swamp for food.,0.8,3.5,0.92
hunt,meadow,I hunt in the meadow.,1.0,The hunter hunts in the meadow.,1.0,The meadow is where I hunt.,1.0,The meadow is where the hunter hunts.,1.0,I hunt in the meadow with my dog.,0.8,4.1,0.96
hunt,garden,The hunter hunted in the garden.,1.0,The hunter hunted in the garden for hours.,1.0,The hunter hunted in the garden with a dog.,0.8,The hunter hunted in the garden with a rifle.,1.0,The hunter hunted in the garden with a bow and arrow.,0.8,2,0.92
browse,store,I browsed through the store to find the perfect gift for my friend.,1.0,"The store was crowded, so I had to browse around to find what I was looking for.",0.8,I browsed through the store's selection of books to find something interesting to read.,0.75,I browsed through the store's selection of electronics to find the best deal on a new TV.,0.75,I browsed through the store's selection of clothing to find something that fit me well.,0.8,6.9,0.82
browse,classroom,I browsed through the classroom to find a book on the shelf.,0.8,The students browsed through the classroom to find a quiet spot to study.,0.8,The teacher browsed through the classroom to find a new lesson plan.,0.8,The librarian browsed through the classroom to find a book on a particular topic.,0.8,The students browsed through the classroom to find a new book to read.,0.8,2.5,0.8
browse,library,I browsed the library for a new book to read.,1.0,The children browsed the library for books on dinosaurs.,0.8,The librarian browsed the library for a rare book.,1.0,The library browsed the shelves for a new book to add to its collection.,0.8,The library browsed the internet for new books to add to its collection.,0.8,6.2,0.88
browse,gallery,I browsed through the gallery to find a new piece to add to my collection.,0.8,The gallery was a great place to browse for art.,1.0,I browsed through the gallery to see the latest exhibit.,1.0,The gallery was a great place to browse for new and exciting art.,1.0,I browsed through the gallery to find a piece that would fit perfectly in my living room.,0.8,6.8,0.92
browse,museum,I browsed the museum to learn more about the art on display.,1.0,The museum's collection is a great place to browse for art lovers.,0.8,I browsed the museum's exhibits to find a specific piece of art.,0.8,The museum's browsing room is a great place to relax and enjoy the art.,0.8,I browsed the museum's website to learn more about the exhibits and events.,0.8,6.6,0.84
browse,bar,I browsed the bar for a while.,0.8,"The bar was crowded, so I had to browse around to find a seat.",0.8,"I browsed the bar for a drink, but I couldn't find anything I liked.",0.8,"I browsed the bar for a snack, but I was too full to eat anything.",0.8,"I browsed the bar for a good time, but it was too loud and crowded.",0.8,3.2,0.8
bury,sandbox,Bury the sandbox in the backyard.,0.8,Bury the sandbox in the garden.,0.8,Bury the sandbox in the park.,0.8,Bury the sandbox in the forest.,0.8,Bury the sandbox in the mountains.,0.5,6.3,0.74
bury,concrete,The construction workers buried the concrete foundation deep in the ground.,0.5,The archaeologists carefully dug up the buried artifacts.,0.0,The construction crew buried the concrete blocks in place.,0.5,The excavation team uncovered the buried treasure.,0.0,The construction workers buried the concrete slab in the ground.,0.5,2.9,0.3
bury,ground,,1.0,The treasure was buried in the ground.,1.0,The ground was buried by the treasure.,0.8,The treasure was buried under the ground.,1.0,The ground was buried with the treasure.,0.8,6.1,0.92
bury,cemetery,The body was buried in the cemetery.,1.0,The cemetery was the location where the body was buried.,1.0,The cemetery was the place where the body was buried.,1.0,The body was buried in the cemetery at the specified location.,1.0,The cemetery was the location where the body was buried at the specified time.,1.0,7,1.0
bury,dump,Bury the dump in the backyard.,0.8,Bury the dump in the garden.,0.8,Bury the dump in the field.,0.8,Bury the dump in the forest.,0.8,Bury the dump in the park.,0.8,4.8,0.8
bury,subway,The subway was buried under the snow.,1.0,The subway station was buried underground.,0.8,The subway line was buried beneath the city.,0.8,The subway tunnel was buried beneath the river.,0.5,The subway platform was buried beneath the tracks.,0.5,1.4,0.72
mingle,party,The partygoers mingled in the crowded room.,0.5,The guests mingled with the hosts at the reception.,0.5,The students mingled with their classmates in the common area.,0.5,The colleagues mingled in the break room during the workday.,0.5,,0.8,6.9,0.56
mingle,mall,The people mingled in the mall.,1.0,The mall was filled with people mingling.,0.8,The mall was the place where people mingled.,1.0,People mingled in the mall all day.,1.0,The mall was the scene of much mingling.,0.8,4.3,0.92
mingle,office,The employees mingled in the office.,1.0,The office was filled with the sound of mingling.,0.8,The office was the site of much mingling.,0.8,The office was the place where people mingled.,1.0,The office was the location where people mingled.,1.0,4,0.92
mingle,bar,The partygoers mingled in the bar.,1.0,The bar was the place where the partygoers mingled.,1.0,The partygoers mingled in the bar until the early hours of the morning.,1.0,The bar was the place where the partygoers mingled until the early hours of the morning.,0.8,The partygoers mingled in the bar until they were too drunk to stand.,0.8,6.7,0.92
mingle,graduation,The graduates mingled at the party.,0.5,The graduates mingled in the park.,0.5,,0.8,The graduates mingled in the library.,0.5,The graduates mingled in the cafeteria.,0.5,6.2,0.56
mingle,wedding,The guests mingled at the wedding reception.,1.0,The bride and groom mingled with their friends and family.,0.5,The wedding guests mingled in the reception hall.,0.8,The wedding party mingled with the guests in the reception area.,0.8,The wedding reception mingled with the outdoor wedding party.,0.8,6.4,0.78
marry,house,,0.8,,0.8,,0.8,I married my house in the countryside.,0.5,,0.8,4.4,0.74
marry,church,I married my wife in the church.,1.0,The couple got married in the church.,1.0,The bride and groom exchanged vows in the church.,1.0,The wedding ceremony took place in the church.,1.0,The church was the location of the wedding.,1.0,7,1.0
marry,island,The couple married on the island.,0.5,The bride and groom honeymooned on the island.,0.75,The newlyweds spent their honeymoon on the island.,0.8,The couple's honeymoon was on the island.,0.8,The island was the location of the couple's honeymoon.,0.8,3.7,0.73
marry,backyard,The couple married in the backyard.,0.8,The bride and groom exchanged vows in the backyard.,0.8,The wedding reception was held in the backyard.,0.5,The newlyweds spent their honeymoon in the backyard.,0.5,The backyard was the perfect setting for their wedding.,1.0,4.8,0.72
marry,prison,Marrying a prisoner in prison is a controversial topic.,0.5,The couple's marriage in prison was a beautiful sight to see.,0.5,The prison guard was surprised to see the couple getting married.,0.5,The couple's marriage in prison was a secret until they were caught.,0.5,The couple's marriage in prison was a happy ending to their story.,0.5,1.4,0.5
marry,brewery,The bride and groom married at the brewery.,0.8,The couple got married at the brewery.,0.8,The bride and groom tied the knot at the brewery.,0.5,The brewery was the site of the wedding.,0.8,The brewery was the venue for the wedding.,0.8,1,0.74
applaud,classroom,The students applauded the teacher's presentation in the classroom.,1.0,,0.8,,0.8,,0.8,The students applauded the teacher's lesson in the classroom.,1.0,4.3,0.88
applaud,concert,The audience applauded the concert at the end of the performance.,0.8,The concertgoers applauded the musicians after their rendition of the famous piece.,0.75,,1.0,,1.0,,1.0,6.9,0.91
applaud,restaurant,The audience applauded the restaurant for its delicious food.,0.8,The restaurant applauded the chef for his exceptional cooking skills.,0.5,The chef applauded the restaurant for its cozy atmosphere.,0.8,The restaurant applauded the waiter for his friendly service.,0.5,The waiter applauded the restaurant for its prompt service.,0.8,2,0.68
applaud,playground,The children applauded the playground for its cleanliness.,0.8,The parents applauded the playground for its safety features.,0.8,The teachers applauded the playground for its educational value.,0.8,The community applauded the playground for its inclusive nature.,0.8,The city applauded the playground for its commitment to sustainability.,0.8,2,0.8
applaud,theater,The audience applauded the theater's performance.,0.5,The theater's applause was loud and enthusiastic.,1.0,The theater's applause was a sign of appreciation for the actors' efforts.,0.8,The theater's applause was a way to show support for the play.,0.8,The theater's applause was a way to express gratitude for the entertainment.,0.8,6.9,0.78
applaud,arena,The crowd applauded the performer as they took the stage in the arena.,0.8,The audience applauded the athlete as they crossed the finish line in the stadium.,0.8,The audience applauded the speaker as they delivered their speech in the auditorium.,0.8,The crowd applauded the chef as they presented their dishes in the restaurant.,0.5,The audience applauded the musician as they played their instrument in the concert hall.,0.8,6.3,0.74
applaud,stadium,The crowd applauded the performers as they took the stage in the stadium.,0.8,The audience applauded the athletes as they crossed the finish line in the stadium.,0.8,The band applauded the audience as they sang their hearts out in the stadium.,0.8,The crowd applauded the orchestra as they played their best in the stadium.,0.8,The audience applauded the speakers as they delivered their speeches in the stadium.,1.0,6.7,0.84
applaud,convention,The audience applauded the convention's closing speech.,0.5,The convention's attendees applauded the keynote speaker's presentation.,0.75,The convention's organizers applauded the hard work of the volunteers.,0.8,The convention's participants applauded the performances of the entertainment acts.,0.8,The convention's guests applauded the delicious food and drinks provided by the catering team.,0.8,5.5,0.73
beg,school,I beg my school to give me a break from my homework.,0.8,I beg my school to let me take a nap during class.,0.8,I beg my school to give me a chance to participate in the debate.,0.8,I beg my school to let me use the school's resources to complete my project.,0.8,I beg my school to give me a chance to showcase my talent in the school play.,0.8,3.8,0.8
beg,street,The homeless man begged on the street.,0.8,The beggar stood on the street corner.,0.5,The beggar begged on the sidewalk.,0.5,The beggar begged on the street.,1.0,The beggar begged on the street for hours.,1.0,5.6,0.76
beg,prison,The prisoner begged the judge for mercy.,0.5,,0.8,,0.8,,0.8,,0.8,4.6,0.74
beg,court,The court begged the judge to grant them a delay.,0.8,The judge begged the court to reconsider their decision.,0.8,,0.8,The judge begged the defendant to plead guilty.,0.5,The jury begged the judge to find the defendant not guilty.,0.5,5.3,0.68
beg,sidewalk,The man begged on the sidewalk.,0.8,The woman begged on the sidewalk.,0.8,The child begged on the sidewalk.,0.8,The dog begged on the sidewalk.,0.8,The cat begged on the sidewalk.,0.8,4.4,0.8
beg,church,The beggar begged at the church door.,0.8,The church begged for donations from the beggar.,0.5,The beggar begged the church for help.,0.8,The church begged the beggar to leave.,0.5,The beggar begged the church to forgive him.,0.8,2.9,0.68
beg,casino,I beg to be excused from the casino.,0.8,I beg to be allowed to play at the casino.,0.8,I beg to be given a chance to play at the casino.,0.8,I beg to be permitted to play at the casino.,0.8,I beg to be allowed to gamble at the casino.,0.8,3.5,0.8
testify,office,The witness testified in the office.,1.0,The witness testified in the office about the crime.,1.0,The witness testified in the office about the evidence.,1.0,The witness testified in the office about the suspect.,1.0,The witness testified in the office about the motive.,0.8,2.5,0.96
testify,courtroom,The witness testified in the courtroom.,1.0,The defendant testified in the courtroom.,1.0,The judge testified in the courtroom.,1.0,The prosecutor testified in the courtroom.,1.0,The defense attorney testified in the courtroom.,1.0,7,1.0
testify,police station,The witness testified at the police station.,1.0,The police station testified to the witness's statement.,0.8,The witness testified in the police station.,1.0,The police station testified against the witness.,0.5,The witness testified in the police station to the police officer.,1.0,5.8,0.86
testify,classroom,The teacher testified in the classroom about the student's behavior.,0.8,,0.8,,0.8,,0.8,,0.8,2.5,0.8
testify,planetarium,The planetarium testified to the location of the meteor shower.,0.8,The meteor shower testified to the location of the planetarium.,0.8,The planetarium testified to the location of the meteor shower's origin.,0.8,The meteor shower's origin testified to the location of the planetarium.,0.8,The location of the meteor shower testified to the planetarium.,0.8,1.4,0.8
testify,store,The store testified that it was the location where the theft occurred.,1.0,The store testified that it was the location where the theft was committed.,1.0,The store testified that it was the location where the theft was discovered.,1.0,The store testified that it was the location where the theft was reported.,1.0,The store testified that it was the location where the theft was suspected.,1.0,1.4,1.0
testify,jail,The witness testified that he was in jail at the time of the crime.,1.0,The suspect testified that he was not in jail at the time of the crime.,0.5,The prosecution testified that the defendant was in jail at the time of the crime.,1.0,The defense testified that the defendant was not in jail at the time of the crime.,0.8,The judge testified that the defendant was in jail at the time of the crime.,1.0,3.3,0.86
wait,hospital,The patient waited in the hospital for the doctor to arrive.,1.0,The doctor waited in the hospital for the patient to arrive.,1.0,The nurse waited in the hospital for the doctor to arrive.,1.0,The patient waited in the hospital for the nurse to arrive.,1.0,The doctor waited in the hospital for the nurse to arrive.,1.0,6.3,1.0
wait,restaurant,I'm waiting for my food at the restaurant.,0.8,The restaurant is waiting for me to arrive.,0.8,,0.8,The restaurant is waiting for the bus to arrive.,0.5,The bus is waiting for the restaurant to open.,0.8,6.2,0.74
wait,office,The office is waiting for the client to arrive.,0.8,The client is waiting for the office to arrive.,0.8,The office is waiting for the client to arrive at the meeting.,0.8,The client is waiting for the office to arrive at the meeting.,0.5,The office is waiting for the client to arrive at the meeting on time.,0.8,5,0.74
wait,school,The school waited for the bus.,0.5,The bus waited for the school.,0.8,The school waited for the bus to arrive.,0.5,The bus waited for the school to arrive.,0.8,The school waited for the bus to leave.,0.5,3.5,0.62
wait,lineup,The lineup waited in the parking lot.,0.8,The lineup waited outside the entrance.,0.8,The lineup waited in the lobby.,0.8,The lineup waited in the hallway.,0.8,The lineup waited in the conference room.,0.8,7,0.8
wait,bedroom,I waited in the bedroom for my wife to come home.,1.0,The wait in the bedroom was unbearable.,0.8,The wait in the bedroom was long.,0.8,The wait in the bedroom was tense.,0.8,The wait in the bedroom was excruciating.,0.8,1.6,0.84
swim,bathtub,The bathtub was filled with water and I swam in it.,0.75,"I swam in the bathtub for a long time, enjoying the warm water.",0.5,The bathtub was my favorite place to swim when I was a child.,0.5,"I swam in the bathtub with my siblings, playing games and splashing water.",0.5,The bathtub was a great place to swim after a long day at work.,0.5,2.3,0.55
swim,lake,The lake was so deep that I couldn't swim in it.,0.8,The lake was so wide that I couldn't swim across it.,0.8,The lake was so cold that I couldn't swim in it.,0.8,The lake was so murky that I couldn't see the bottom.,0.75,The lake was so full of fish that I couldn't swim in it.,0.8,6.7,0.79
swim,pool,The pool was a great place to swim.,1.0,The pool was a popular spot for swimming.,1.0,The pool was a great place to cool off.,0.8,,1.0,The pool was a great place to have a swim.,0.8,7,0.92
swim,puddle,,0.75,The water swims over the puddle.,0.8,,0.75,,0.75,,0.75,1.2,0.76
swim,ocean,The ocean swims with the waves.,0.8,The waves swim with the ocean.,0.8,The ocean swims with the tides.,0.8,The tides swim with the ocean.,0.8,The ocean swims with the currents.,0.8,6.6,0.8
swim,beach,The beach was a great place to swim.,0.8,,1.0,The swimming race was a thrilling event.,0.0,The swimming instructor taught the swimmers how to swim.,0.0,,1.0,6.2,0.56
swim,desert,,0.0,,0.0,,0.0,,0.0,,0.0,1,0.0
swim,swamp,The swamp was a great place to swim.,0.8,The swamp was a popular spot for swimming.,0.8,The swamp was a great place to cool off.,0.8,The swamp was a great place to relax.,0.5,,0.8,1.5,0.74
swim,creek,The creek was swimming with fish.,0.5,The creek was swimming with water.,0.5,The creek was swimming with a current.,0.5,The creek was swimming with a breeze.,0.5,The creek was swimming with a boat.,0.5,2.9,0.5
pray,temple,I prayed at the temple.,1.0,The temple was the location where I prayed.,1.0,I prayed in the temple.,1.0,The temple was the place where I prayed.,1.0,I prayed in the temple's courtyard.,0.8,6.8,0.96
pray,church,I prayed at the church.,1.0,The church was the location where I prayed.,1.0,I prayed in the church.,1.0,The church was the place where I prayed.,1.0,I prayed in the church's sanctuary.,0.8,7,0.96
pray,casino,,0.0,The casino was the location where I prayed.,0.5,,0.0,,0.0,I prayed at the casino's entrance.,0.5,4.2,0.2
pray,school,,0.0,,0.0,I prayed at the school.,0.5,I prayed in the school's courtyard.,0.5,I prayed in the school's chapel.,0.5,4.1,0.3
pray,cemetery,I prayed at the cemetery.,0.8,The cemetery was the place where I prayed.,0.8,I prayed at the cemetery for my loved ones.,0.8,I prayed at the cemetery for peace and solace.,0.8,I prayed at the cemetery for guidance and wisdom.,0.8,6,0.8
pray,kitchen,I pray in the kitchen.,0.8,I pray in the kitchen for guidance.,0.8,I pray in the kitchen for strength.,0.8,I pray in the kitchen for wisdom.,0.8,I pray in the kitchen for peace.,0.8,2.2,0.8
pray,theatre,I prayed at the theatre.,0.5,,0.0,,0.0,,0.0,,0.0,1.5,0.1
confess,church,The priest confessed to the church about his sins.,0.8,The bishop confessed to the church about the scandal.,0.8,The pastor confessed to the church about his doubts.,0.8,The deacon confessed to the church about his mistakes.,0.8,The layperson confessed to the church about their struggles.,0.8,6.9,0.8
confess,school,I confessed to my school that I cheated on the test.,0.8,The school confessed to the police that they had a leak in the roof.,0.8,The school confessed to the students that they had to close the school for a day.,0.8,The school confessed to the principal that they had a problem with the budget.,0.8,The school confessed to the teacher that they had a problem with the curriculum.,0.8,4.2,0.8
confess,court,The defendant confessed to the crime in court.,1.0,,1.0,The witness confessed to the crime in the courtroom.,1.0,,1.0,,1.0,6,1.0
confess,office,The suspect confessed to the crime in the office.,0.8,"The suspect confessed to the crime in the office, revealing the details of the plot.",0.8,"The suspect confessed to the crime in the office, providing a detailed account of the events.",0.8,"The suspect confessed to the crime in the office, admitting to the involvement of others.",0.8,"The suspect confessed to the crime in the office, revealing the motive behind the crime.",0.8,3,0.8
confess,studio,I confessed to the studio that I had been cheating on my girlfriend.,0.5,The studio confessed to the police that they had been involved in a cover-up.,0.8,,0.8,,0.8,,0.8,1.7,0.74
confess,hearing,,0.5,,0.5,,0.5,,0.5,"He confessed to hearing the noise from the living room window while he was in the kitchen, but he didn't know what it was.",0.5,5.3,0.5
confess,jail,"I confessed to the police that I had stolen the money from the bank, and they took me to jail.",0.8,The suspect confessed to the crime and was sent to jail.,0.8,The defendant confessed to the judge and was sentenced to jail.,0.8,The criminal confessed to the crime and was sent to jail.,0.8,The suspect confessed to the police and was taken to jail.,0.8,3.8,0.8
sleep,bathtub,I slept in the bathtub last night.,0.8,The bathtub was my sleeping place.,0.5,I slept in the bathtub for hours.,0.8,The bathtub was my cozy sleeping spot.,0.5,I slept in the bathtub until I was exhausted.,0.75,2.2,0.67
sleep,tent,The tent slept in the forest.,0.5,The forest slept with the tent.,0.5,The tent slept under the tree.,0.5,,0.8,The tent slept near the river.,0.5,5.9,0.56
sleep,bedroom,I slept in my bedroom last night.,1.0,The cat slept on the bedroom floor.,0.5,The dog slept in the bedroom with me.,0.8,The baby slept in the bedroom with her stuffed animal.,0.8,The sleeping cat was in the bedroom.,0.5,7,0.72
sleep,hotel,I slept at the hotel last night.,1.0,The hotel was my sleeping place.,0.5,I slept in the hotel's room.,0.5,The hotel was my sleeping location.,0.5,I slept in the hotel's bed.,0.5,6.3,0.6
sleep,chair,I sleep on the chair.,0.8,,0.8,,0.8,The chair sleeps in the living room.,0.5,The chair sleeps in the kitchen.,0.5,4.6,0.68
sleep,car,The car slept in the garage.,0.5,,0.0,,0.0,,0.0,,0.0,4.1,0.1
sleep,trailer,The trailer slept in the backyard.,0.5,The trailer slept in the garage.,0.5,The trailer slept in the living room.,0.5,,0.5,,0.5,5.6,0.5
sleep,concert,I went to sleep at the concert hall.,0.5,The concert was so loud that I couldn't sleep.,0.5,I slept through the entire concert.,0.5,I slept through the entire concert and woke up feeling refreshed.,0.5,I slept through the entire concert and woke up feeling exhausted.,0.5,1.5,0.5
