predicate,argument,role_type,actual_fit,exp_fit
applaud,musician,ARG1,6.8,1.0
applaud,performance,ARG0,1.2,1.0
applaud,performance,ARG1,6.7,1.0
approve,candidate,ARG0,4,1.0
approve,candidate,ARG1,4.8,1.0
approve,committee,ARG0,6.2,1.0
approve,committee,ARG1,3.8,0.8
approve,contractor,ARG0,5.7,1.0
approve,contractor,ARG1,3.6,1.0
approve,plan,ARG0,1.8,1.0
approve,plan,ARG1,5.3,1.0
approve,policy,ARG0,2.3,1.0
approve,policy,ARG1,5.2,1.0
arrest,cop,ARG0,6.7,1.0
arrest,cop,ARG1,1.6,1.0
arrest,corporal,ARG0,5,0.8
arrest,corporal,ARG1,1.5,0.8
arrest,crook,ARG0,1.2,1.0
arrest,crook,ARG1,5.9,1.0
arrest,guard,ARG0,5,1.0
arrest,guard,ARG1,1.6,1.0
arrest,police,ARG0,6.4,1.0
arrest,police,ARG1,1.5,1.0
arrest,suspect,ARG0,1.4,1.0
arrest,suspect,ARG1,5.5,1.0
assist,employee,ARG0,6,1.0
assist,employee,ARG1,5.3,1.0
assist,grandmother,ARG0,6,1.0
assist,grandmother,ARG1,6.1,1.0
assist,host,ARG0,6.1,1.0
assist,host,ARG1,3.4,1.0
assist,moron,ARG0,1.7,0.0
assist,moron,ARG1,3.4,0.0
attack,boxer,ARG0,6.4,1.0
attack,boxer,ARG1,6.1,1.0
attack,fort,ARG0,1.6,1.0
attack,fort,ARG1,6,1.0
attack,infantry,ARG0,5.6,1.0
attack,infantry,ARG1,5.7,1.0
attack,opinion,ARG0,3.2,0.5
attack,opinion,ARG1,6.5,0.5
attack,pacifist,ARG0,1.9,0.0
attack,pacifist,ARG1,3.4,0.0
attack,troops,ARG0,6.6,1.0
attack,troops,ARG1,6.2,1.0
audit,accountant,ARG0,6,1.0
audit,accountant,ARG1,4,1.0
audit,businessman,ARG0,3.8,1.0
audit,businessman,ARG1,6,0.8
audit,citizen,ARG0,2.2,1.0
audit,citizen,ARG1,5.5,0.8
audit,corporation,ARG0,4.8,1.0
audit,corporation,ARG1,6.1,1.0
audit,government,ARG0,6.2,1.0
audit,government,ARG1,3,1.0
audit,taxpayer,ARG0,2.7,1.0
audit,taxpayer,ARG1,6.2,1.0
beat,bully,ARG0,6.5,0.8
beat,bully,ARG1,1.9,0.8
beat,egg,ARG0,1.2,0.0
beat,egg,ARG1,6.1,1.0
beat,parent,ARG0,3.7,1.0
beat,parent,ARG1,2.2,1.0
beat,wimp,ARG0,1.7,0.0
beat,wimp,ARG1,4.9,0.5
betray,liar,ARG0,6.9,0.5
betray,liar,ARG1,4.7,0.8
betray,partner,ARG0,3.5,0.8
betray,partner,ARG1,4.5,1.0
betray,wife,ARG0,3.4,0.8
betray,wife,ARG1,4.4,1.0
blame,skydiver,ARG0,2,1.0
blame,skydiver,ARG1,1.5,1.0
blame,student,ARG0,5.3,1.0
blame,student,ARG1,4.7,1.0
blame,weatherman,ARG0,3.4,0.5
blame,weatherman,ARG1,5.5,0.8
blame,writer,ARG0,4.5,1.0
blame,writer,ARG1,4.9,1.0
bother,mechanic,ARG0,2.8,1.0
bother,mechanic,ARG1,3.4,1.0
bother,receptionist,ARG0,2.1,0.8
bother,receptionist,ARG1,4.7,0.8
break,child,ARG0,6,0.8
break,child,ARG1,1.4,0.8
break,horse,ARG0,3.8,0.5
break,horse,ARG1,2.9,0.0
break,vase,ARG0,1.1,1.0
break,vase,ARG1,5.9,1.0
break,window,ARG0,1,1.0
break,window,ARG1,6,1.0
bribe,judge,ARG0,1.6,1.0
bribe,judge,ARG1,4.5,1.0
bribe,manager,ARG0,3.6,1.0
bribe,manager,ARG1,5.1,1.0
bribe,undertaker,ARG0,2.2,1.0
bribe,undertaker,ARG1,2.5,1.0
bury,bone,ARG0,1.3,0.8
bury,bone,ARG1,6.2,0.8
bury,evidence,ARG0,1.4,0.5
bury,evidence,ARG1,4.3,0.5
bury,undertaker,ARG0,6.7,1.0
bury,undertaker,ARG1,2.3,1.0
bury,victim,ARG0,1.8,1.0
bury,victim,ARG1,5.3,1.0
calm,family,ARG0,5.9,0.8
calm,family,ARG1,4.1,0.75
calm,hostage,ARG0,2.6,0.0
calm,hostage,ARG1,4.4,0.5
calm,small_child,ARG0,2.2,0.8
calm,small_child,ARG1,6.4,0.8
calm,teacher,ARG0,5.4,0.8
calm,teacher,ARG1,2.5,0.8
capture,archeologist,ARG0,5.1,0.8
capture,archeologist,ARG1,1.4,0.8
capture,army,ARG0,6.5,1.0
capture,army,ARG1,3.1,1.0
capture,criminal,ARG0,3.6,1.0
capture,criminal,ARG1,6.1,1.0
capture,fugitive,ARG0,2.6,1.0
capture,fugitive,ARG1,5.1,1.0
capture,hunter,ARG0,6,1.0
capture,hunter,ARG1,2,1.0
capture,monkey,ARG0,3.2,0.8
capture,monkey,ARG1,3.9,1.0
capture,policeman,ARG0,6.4,1.0
capture,policeman,ARG1,2.1,1.0
capture,prisoner,ARG0,1.8,1.0
capture,prisoner,ARG1,5,1.0
capture,rabbit,ARG0,2.3,1.0
capture,rabbit,ARG1,5.5,1.0
capture,soldier,ARG0,6.2,1.0
capture,soldier,ARG1,4.7,1.0
capture,tourist,ARG0,4.1,0.8
capture,tourist,ARG1,2.5,0.8
capture,troop,ARG0,6,1.0
capture,troop,ARG1,3.9,1.0
capture,valley,ARG0,1.4,1.0
capture,valley,ARG1,1.8,1.0
caress,dancer,ARG0,3.6,1.0
caress,dancer,ARG1,4,1.0
caress,electrician,ARG0,1.5,0.0
caress,electrician,ARG1,1.3,0.0
caress,grandmother,ARG0,6.2,1.0
caress,grandmother,ARG1,4.6,1.0
caress,hostess,ARG0,3,1.0
caress,hostess,ARG1,2.7,0.0
carry,furniture,ARG0,1.6,1.0
carry,furniture,ARG1,5.3,1.0
carry,invalid,ARG0,1.3,0.0
carry,invalid,ARG1,4.3,0.0
carry,newborn,ARG0,1.2,0.0
carry,newborn,ARG1,6.2,0.0
carry,orderly,ARG0,5.3,0.8
carry,orderly,ARG1,1.6,0.8
carry,postman,ARG0,6.8,1.0
carry,postman,ARG1,1.6,1.0
challenge,aristocrat,ARG0,3.9,0.8
challenge,aristocrat,ARG1,3.6,0.8
challenge,coward,ARG0,1.2,0.0
challenge,coward,ARG1,3.8,0.8
challenge,knight,ARG0,6.7,1.0
challenge,knight,ARG1,5.5,1.0
challenge,moron,ARG0,2.2,0.0
challenge,moron,ARG1,3.1,0.0
chase,bull,ARG0,6.3,1.0
chase,bull,ARG1,2.5,1.0
chase,car,ARG0,3.6,1.0
chase,car,ARG1,4.5,1.0
chase,lion,ARG0,6.6,1.0
chase,lion,ARG1,2.6,1.0
chase,mouse,ARG0,3.1,0.8
chase,mouse,ARG1,5.5,0.5
chase,rabbit,ARG0,3.3,1.0
chase,rabbit,ARG1,5.1,1.0
cheer,athlete,ARG0,6.2,1.0
cheer,athlete,ARG1,6.6,1.0
cheer,crowd,ARG0,6.4,1.0
cheer,crowd,ARG1,2.9,1.0
cheer,farmer,ARG0,1.9,0.8
cheer,farmer,ARG1,1.7,0.0
cheer,performance,ARG0,1.5,1.0
cheer,performance,ARG1,5.4,1.0
cheer,quarterback,ARG0,3.8,0.5
cheer,quarterback,ARG1,5.2,1.0
cheer,spectators,ARG0,6.7,0.8
cheer,spectators,ARG1,1.3,0.8
cheer,touchdown,ARG0,1.4,1.0
cheer,touchdown,ARG1,6,0.8
choose,candidate,ARG0,4,1.0
choose,candidate,ARG1,5.6,1.0
choose,committee,ARG0,6.4,1.0
choose,committee,ARG1,4.3,1.0
choose,computer,ARG0,3.3,0.5
choose,computer,ARG1,4.3,1.0
choose,contestant,ARG0,6,1.0
choose,contestant,ARG1,5.3,1.0
choose,customer,ARG0,6.6,1.0
choose,customer,ARG1,1.8,1.0
choose,shopper,ARG0,6.4,1.0
choose,shopper,ARG1,1.9,1.0
conquer,king,ARG0,6.1,1.0
conquer,king,ARG1,3.8,1.0
conquer,kingdom,ARG0,3.1,1.0
conquer,kingdom,ARG1,5.7,1.0
conquer,peasants,ARG0,2.9,0.8
conquer,peasants,ARG1,4.5,0.8
consider,alternatives,ARG0,1.3,1.0
consider,alternatives,ARG1,6.6,1.0
consider,carpenter,ARG0,5.1,0.8
consider,carpenter,ARG1,5.1,1.0
consider,coroner,ARG0,5.8,0.8
consider,coroner,ARG1,3.4,1.0
consider,golfer,ARG0,5.2,1.0
consider,golfer,ARG1,2.6,1.0
consider,scientists,ARG0,6.6,1.0
consider,scientists,ARG1,4,1.0
consider,secretary,ARG0,5.2,1.0
consider,secretary,ARG1,4.6,0.8
console,bride,ARG0,3.4,0.0
console,bride,ARG1,4.2,0.8
console,coward,ARG0,2.1,0.0
console,coward,ARG1,3.9,0.0
console,secretary,ARG0,3.1,0.5
console,secretary,ARG1,2.2,0.8
console,widow,ARG0,3.6,0.0
console,widow,ARG1,6.6,0.0
convict,criminal,ARG0,1.4,1.0
convict,criminal,ARG1,5.9,1.0
convict,defendant,ARG0,2.4,1.0
convict,defendant,ARG1,4.5,1.0
convict,judge,ARG0,6.4,1.0
convict,judge,ARG1,1.5,1.0
convict,juror,ARG0,6.6,0.8
convict,juror,ARG1,1.3,0.8
convict,suspect,ARG0,1.8,1.0
convict,suspect,ARG1,5.5,1.0
convince,aunt,ARG0,3.3,0.8
convince,aunt,ARG1,3.9,0.8
convince,hypnotist,ARG0,6.2,0.8
convince,hypnotist,ARG1,1.9,0.8
convince,inmate,ARG0,3.5,1.0
convince,inmate,ARG1,4.3,0.8
convince,spy,ARG0,5,1.0
convince,spy,ARG1,3.3,0.8
corner,fugitive,ARG0,3.7,0.0
corner,fugitive,ARG1,4.9,0.0
corner,horse,ARG0,3.3,0.0
corner,horse,ARG1,3.9,0.0
corner,mouse,ARG0,1.9,0.0
corner,mouse,ARG1,5.9,0.5
corner,nurse,ARG0,3,0.0
corner,nurse,ARG1,2.3,0.0
crucify,president,ARG0,2.6,1.0
crucify,president,ARG1,3.1,0.8
crucify,savior,ARG0,2.3,0.0
crucify,savior,ARG1,4.9,0.0
crucify,teacher,ARG0,1.8,1.0
crucify,teacher,ARG1,2.2,0.8
crush,avalanche,ARG0,6.9,1.0
crush,avalanche,ARG1,1.6,0.8
crush,buddy,ARG0,3,1.0
crush,buddy,ARG1,2.7,1.0
crush,climber,ARG0,2.6,1.0
crush,climber,ARG1,5,1.0
crush,skunk,ARG0,1.4,0.8
crush,skunk,ARG1,4,0.5
cure,businesswoman,ARG0,1.9,0.5
cure,businesswoman,ARG1,3,0.5
cure,doctor,ARG0,6.8,1.0
cure,doctor,ARG1,3.8,1.0
cure,drug,ARG0,6.3,0.8
cure,drug,ARG1,1.8,0.8
cure,patient,ARG0,1.4,1.0
cure,patient,ARG1,6.1,1.0
cure,person,ARG0,3.2,1.0
cure,person,ARG1,5.6,1.0
cure,physician,ARG0,6.7,0.8
cure,physician,ARG1,3.1,1.0
cure,saint,ARG0,3.7,0.0
cure,saint,ARG1,2.3,0.8
cure,soldier,ARG0,3,0.8
cure,soldier,ARG1,4.3,0.5
cure,treatment,ARG0,5.8,1.0
cure,treatment,ARG1,1.3,1.0
cure,veterinarian,ARG0,6.4,1.0
cure,veterinarian,ARG1,3.3,1.0
describe,boy,ARG0,6.2,1.0
describe,boy,ARG1,5.8,1.0
describe,cashier,ARG0,4.7,1.0
describe,cashier,ARG1,3.2,1.0
describe,explorer,ARG0,6.9,1.0
describe,explorer,ARG1,3.9,1.0
describe,necklace,ARG0,1.2,1.0
describe,necklace,ARG1,5.9,1.0
describe,person,ARG0,6.5,1.0
describe,person,ARG1,6.3,1.0
desert,infant,ARG0,1.3,0.0
desert,infant,ARG1,2.7,0.0
desert,turtle,ARG0,1.6,0.0
desert,turtle,ARG1,2.7,0.0
desert,wife,ARG0,3.1,0.0
desert,wife,ARG1,4.4,0.0
devour,carrot,ARG0,1,1.0
devour,carrot,ARG1,5.7,1.0
devour,cookie,ARG0,1,1.0
devour,cookie,ARG1,6.7,1.0
devour,fish,ARG0,3.9,1.0
devour,fish,ARG1,6.1,1.0
devour,glutton,ARG0,5.3,1.0
devour,glutton,ARG1,1.6,1.0
devour,goose,ARG0,3.7,1.0
devour,goose,ARG1,5.2,1.0
devour,mouse,ARG0,4.2,0.5
devour,mouse,ARG1,4.6,1.0
devour,pig,ARG0,5.3,0.5
devour,pig,ARG1,5.6,1.0
devour,rabbit,ARG0,3.3,1.0
devour,rabbit,ARG1,5.7,1.0
devour,snake,ARG0,6.2,0.8
devour,snake,ARG1,3.9,1.0
dismiss,principal,ARG0,6.3,1.0
dismiss,principal,ARG1,2,1.0
dismiss,pupil,ARG0,1.5,0.5
dismiss,pupil,ARG1,5.5,1.0
dismiss,student,ARG0,1.5,1.0
dismiss,student,ARG1,5.9,1.0
dismiss,teacher,ARG0,6.8,1.0
dismiss,teacher,ARG1,2.5,1.0
disobey,brat,ARG0,6.7,1.0
disobey,brat,ARG1,3.1,1.0
disobey,children,ARG0,6.1,0.8
disobey,children,ARG1,3.3,1.0
disobey,commanders,ARG0,1.9,1.0
disobey,commanders,ARG1,3.6,1.0
disobey,orders,ARG0,1.2,1.0
disobey,orders,ARG1,5.4,1.0
disobey,troops,ARG0,2.6,1.0
disobey,troops,ARG1,2.8,1.0
disown,babysitter,ARG0,1.8,0.8
disown,babysitter,ARG1,2.3,0.8
disown,daughter,ARG0,2.4,1.0
disown,daughter,ARG1,3,1.0
disown,slave,ARG0,2,1.0
disown,slave,ARG1,3.7,1.0
do,laborer,ARG0,6.5,1.0
do,laborer,ARG1,1.7,1.0
do,sloth,ARG0,2.3,0.0
do,sloth,ARG1,2,0.5
do,vegetable,ARG0,1.9,0.5
do,vegetable,ARG1,1.5,0.8
do,work,ARG0,1.5,1.0
do,work,ARG1,6.4,1.0
draw,artist,ARG0,6.6,1.0
draw,artist,ARG1,2.1,1.0
draw,model,ARG0,2,1.0
draw,model,ARG1,6.4,1.0
draw,picture,ARG0,1.2,0.8
draw,picture,ARG1,6.7,1.0
draw,poster,ARG0,1.1,0.8
draw,poster,ARG1,5.9,0.8
eat,chicken,ARG0,5.9,1.0
eat,chicken,ARG1,6.7,1.0
eat,man,ARG0,6.9,1.0
eat,man,ARG1,1.7,1.0
eat,poultry,ARG0,1.2,1.0
eat,poultry,ARG1,6.6,1.0
eat,steak,ARG0,1,1.0
eat,steak,ARG1,6.9,1.0
enslave,army,ARG0,5.4,0.8
enslave,army,ARG1,2.9,0.8
enslave,peasants,ARG0,1.7,1.0
enslave,peasants,ARG1,5.6,1.0
enslave,pirates,ARG0,6.3,1.0
enslave,pirates,ARG1,2.7,0.8
enslave,victim,ARG0,1.5,1.0
enslave,victim,ARG1,4.3,1.0
entertain,audience,ARG0,1.7,1.0
entertain,audience,ARG1,6.7,1.0
entertain,businessman,ARG0,5,0.8
entertain,businessman,ARG1,4.5,0.75
entertain,comedian,ARG0,6.9,0.8
entertain,comedian,ARG1,2.7,0.8
entertain,idea,ARG0,5.1,0.0
entertain,idea,ARG1,4.2,0.8
entertain,patron,ARG0,1.7,1.0
entertain,patron,ARG1,4.7,0.8
entertain,stripper,ARG0,7,0.8
entertain,stripper,ARG1,2.2,0.8
evaluate,applicant,ARG0,3.3,1.0
evaluate,applicant,ARG1,5.7,1.0
evaluate,automobile,ARG0,1.2,1.0
evaluate,automobile,ARG1,4.5,1.0
evaluate,committee,ARG0,6.3,1.0
evaluate,committee,ARG1,3.9,1.0
evaluate,instructor,ARG0,6.1,1.0
evaluate,instructor,ARG1,4,1.0
evaluate,possibilities,ARG0,1.9,1.0
evaluate,possibilities,ARG1,6.3,0.8
evaluate,student,ARG0,5.4,1.0
evaluate,student,ARG1,5.5,1.0
evaluate,supervisor,ARG0,6.7,1.0
evaluate,supervisor,ARG1,4.3,1.0
examine,defendant,ARG0,2.7,1.0
examine,defendant,ARG1,5.8,1.0
examine,doctor,ARG0,6.6,1.0
examine,doctor,ARG1,1.9,1.0
examine,evidence,ARG0,1.4,1.0
examine,evidence,ARG1,6.3,0.8
examine,horse,ARG0,1.4,1.0
examine,horse,ARG1,4.9,1.0
examine,patient,ARG0,2.1,1.0
examine,patient,ARG1,6.3,1.0
examine,report,ARG0,3.2,0.8
examine,report,ARG1,6.3,0.8
examine,scientist,ARG0,6.7,1.0
examine,scientist,ARG1,2.3,1.0
excuse,auditor,ARG0,3.5,0.8
excuse,auditor,ARG1,2.6,0.8
excuse,drummer,ARG0,2.7,1.0
excuse,drummer,ARG1,2.1,0.5
excuse,optometrist,ARG0,3.9,0.0
excuse,optometrist,ARG1,2.3,0.0
excuse,prince,ARG0,4,1.0
excuse,prince,ARG1,4.4,0.8
execute,hangman,ARG0,5.1,1.0
execute,hangman,ARG1,3.9,1.0
execute,hostages,ARG0,1.7,0.0
execute,hostages,ARG1,4.9,0.8
execute,martyr,ARG0,2.7,0.5
execute,martyr,ARG1,4,0.8
execute,martyr,ARG0,2.1,0.5
execute,martyr,ARG1,4.5,0.8
execute,murderer,ARG0,6.6,1.0
execute,murderer,ARG1,4.9,1.0
execute,nun,ARG0,1.1,0.5
execute,nun,ARG1,1.3,0.8
execute,plumber,ARG0,1.6,0.8
execute,plumber,ARG1,1.4,1.0
execute,strategy,ARG0,1.9,0.8
execute,strategy,ARG1,4.8,0.8
execute,terrorists,ARG0,6.1,0.5
execute,terrorists,ARG1,4,0.8
exile,criminal,ARG0,2.2,1.0
exile,criminal,ARG1,5.5,1.0
exile,dictator,ARG0,6,0.8
exile,dictator,ARG1,4.1,0.8
expect,housewife,ARG0,4.8,0.8
expect,housewife,ARG1,2.6,0.8
expect,mailman,ARG0,2.5,1.0
expect,mailman,ARG1,4.8,0.8
expect,package,ARG0,1.3,0.8
expect,package,ARG1,5.5,0.8
expect,plumber,ARG0,3.1,1.0
expect,plumber,ARG1,4.8,0.8
expect,salesman,ARG0,3.7,1.0
expect,salesman,ARG1,2.5,0.8
fight,boxer,ARG0,6.8,1.0
fight,boxer,ARG1,6.1,1.0
fight,landlord,ARG0,4.4,0.8
fight,landlord,ARG1,4.1,0.8
fight,maniac,ARG0,6.1,0.8
fight,maniac,ARG1,3.2,0.8
fight,pacifist,ARG0,1.4,0.0
fight,pacifist,ARG1,2,0.0
fight,wrestler,ARG0,6.2,0.8
fight,wrestler,ARG1,5.8,1.0
find,archeologist,ARG0,6.4,0.8
find,archeologist,ARG1,1.8,0.8
find,child,ARG0,5.4,1.0
find,child,ARG1,4.1,0.8
find,goat,ARG0,2.9,1.0
find,goat,ARG1,2.8,1.0
find,kitten,ARG0,4.3,1.0
find,kitten,ARG1,4.7,1.0
find,singer,ARG0,2.9,1.0
find,singer,ARG1,3.5,1.0
fire,employee,ARG0,1.9,1.0
fire,employee,ARG1,6.4,1.0
fire,employer,ARG0,6.1,1.0
fire,employer,ARG1,2.4,0.8
fire,laborer,ARG0,1.6,0.5
fire,laborer,ARG1,6.1,0.0
fire,owner,ARG0,6.3,0.8
fire,owner,ARG1,1.9,0.8
fire,supervisor,ARG0,5.9,0.8
fire,supervisor,ARG1,3.4,0.5
flatter,aristocrat,ARG0,3.4,0.8
flatter,aristocrat,ARG1,4.1,1.0
flatter,girl,ARG0,5.7,1.0
flatter,girl,ARG1,6.2,1.0
flatter,glutton,ARG0,2.3,1.0
flatter,glutton,ARG1,1.8,0.8
flatter,psychoanalyst,ARG0,3,0.8
flatter,psychoanalyst,ARG1,2.2,0.8
flog,guard,ARG0,4.8,1.0
flog,guard,ARG1,1.9,1.0
flog,inmate,ARG0,4.1,1.0
flog,inmate,ARG1,4.1,1.0
flog,prisoner,ARG0,3.5,1.0
flog,prisoner,ARG1,4.5,1.0
flog,slave,ARG0,2.3,1.0
flog,slave,ARG1,5.3,1.0
frighten,baby,ARG0,2,1.0
frighten,baby,ARG1,5.5,1.0
frighten,cat,ARG0,3.1,1.0
frighten,cat,ARG1,5.5,0.8
frighten,hiker,ARG0,1.8,1.0
frighten,hiker,ARG1,3.8,1.0
frighten,maid,ARG0,1.2,0.8
frighten,maid,ARG1,3.2,0.8
frighten,monster,ARG0,6.4,1.0
frighten,monster,ARG1,1.8,1.0
frighten,nurse,ARG0,3.8,0.8
frighten,nurse,ARG1,3,0.8
frighten,snake,ARG0,6.2,0.8
frighten,snake,ARG1,3.9,0.8
govern,president,ARG0,6.7,1.0
govern,president,ARG1,2.7,1.0
govern,territory,ARG0,1.5,1.0
govern,territory,ARG1,6.7,1.0
govern,villagers,ARG0,3.2,0.0
govern,villagers,ARG1,6.5,0.5
grab,banana,ARG0,1,1.0
grab,banana,ARG1,6.2,1.0
grab,quarterback,ARG0,6.1,0.0
grab,quarterback,ARG1,5.3,1.0
grab,stewardess,ARG0,4.6,0.5
grab,stewardess,ARG1,3,0.0
grade,examination,ARG0,4,1.0
grade,examination,ARG1,6.5,1.0
grade,foreman,ARG0,4.5,0.8
grade,foreman,ARG1,3.2,0.8
grade,paper,ARG0,1.1,1.0
grade,paper,ARG1,6.5,1.0
grade,professor,ARG0,6.7,1.0
grade,professor,ARG1,2.4,1.0
grade,pupil,ARG0,2.3,1.0
grade,pupil,ARG1,6.8,1.0
grade,student,ARG0,2.4,1.0
grade,student,ARG1,6.8,1.0
grade,teacher,ARG0,6.9,1.0
grade,teacher,ARG1,2.6,1.0
grade,undergraduate,ARG0,2.4,1.0
grade,undergraduate,ARG1,7,1.0
grasp,child,ARG0,5.4,0.8
grasp,child,ARG1,5.7,0.5
grasp,hammer,ARG0,1,0.5
grasp,hammer,ARG1,6.3,0.8
grasp,reporter,ARG0,4.8,1.0
grasp,reporter,ARG1,3.1,0.8
grow,crops,ARG0,3.8,1.0
grow,crops,ARG1,6,1.0
grow,flowers,ARG0,2.8,1.0
grow,flowers,ARG1,5.9,1.0
grow,pigs,ARG0,1.8,0.0
grow,pigs,ARG1,3.1,0.8
grow,rabbits,ARG0,2,0.5
grow,rabbits,ARG1,3.1,1.0
haunt,ghost,ARG0,6.3,1.0
haunt,ghost,ARG1,2.5,0.8
haunt,memory,ARG0,5.8,0.8
haunt,memory,ARG1,4.9,0.8
haunt,salesman,ARG0,2.2,0.5
haunt,salesman,ARG1,1.8,0.0
haunt,woman,ARG0,2.3,0.8
haunt,woman,ARG1,3.2,0.8
help,assistant,ARG0,6.3,1.0
help,assistant,ARG1,3.8,1.0
help,cause,ARG0,2.5,0.8
help,cause,ARG1,5.6,0.8
help,fireman,ARG0,6.7,1.0
help,fireman,ARG1,3.9,1.0
help,gardener,ARG0,4.5,1.0
help,gardener,ARG1,4,1.0
help,victim,ARG0,1.9,1.0
help,victim,ARG1,5.9,1.0
hire,applicant,ARG0,1.3,1.0
hire,applicant,ARG1,5.6,1.0
hire,boss,ARG0,6.7,1.0
hire,boss,ARG1,2.9,1.0
hire,chairman,ARG0,4.5,0.8
hire,chairman,ARG1,2.7,1.0
hire,employee,ARG0,1.9,1.0
hire,employee,ARG1,5.6,1.0
hire,friend,ARG0,4.1,0.8
hire,friend,ARG1,4.4,1.0
hire,manager,ARG0,6.7,1.0
hire,manager,ARG1,3.6,1.0
hire,supervisor,ARG0,6.3,1.0
hire,supervisor,ARG1,4.5,1.0
hit,director,ARG0,2.7,0.8
hit,director,ARG1,1.9,0.8
hit,guard,ARG0,5.1,0.8
hit,guard,ARG1,3.6,1.0
hit,undergraduate,ARG0,2.5,0.8
hit,undergraduate,ARG1,1.9,0.0
hunt,cowboys,ARG0,4.4,1.0
hunt,cowboys,ARG1,1.5,0.8
hunt,divers,ARG0,4.4,0.5
hunt,divers,ARG1,1.6,0.8
hunt,fugitives,ARG0,2.9,0.8
hunt,fugitives,ARG1,5.6,1.0
hunt,lion,ARG0,6.4,1.0
hunt,lion,ARG1,5.1,1.0
hunt,mouse,ARG0,2.6,1.0
hunt,mouse,ARG1,5,1.0
hunt,rabbit,ARG0,2.4,1.0
hunt,rabbit,ARG1,6.7,1.0
hypnotize,butterfly,ARG0,2.3,0.0
hypnotize,butterfly,ARG1,1.1,0.0
hypnotize,patient,ARG0,1.3,1.0
hypnotize,patient,ARG1,5.3,1.0
hypnotize,pendulum,ARG0,4.5,0.8
hypnotize,pendulum,ARG1,1.3,0.8
hypnotize,psychoanalyst,ARG0,5.8,0.0
hypnotize,psychoanalyst,ARG1,2,0.75
hypnotize,volunteer,ARG0,1.4,1.0
hypnotize,volunteer,ARG1,3.9,1.0
identify,jewelry,ARG0,1.7,1.0
identify,jewelry,ARG1,4.4,1.0
identify,jogger,ARG0,4.1,1.0
identify,jogger,ARG1,3.6,1.0
identify,nurse,ARG0,5.8,0.8
identify,nurse,ARG1,4.2,1.0
identify,pilot,ARG0,5.7,1.0
identify,pilot,ARG1,3.4,1.0
identify,thief,ARG0,4.2,1.0
identify,thief,ARG1,4.4,1.0
indicate,man,ARG0,3.9,0.8
indicate,man,ARG1,3.7,0.8
indicate,newscaster,ARG0,6.2,1.0
indicate,newscaster,ARG1,4.1,0.8
indicate,video,ARG0,4.8,1.0
indicate,video,ARG1,3.3,0.8
inject,janitor,ARG0,1.9,0.0
inject,janitor,ARG1,1.7,0.0
inject,patient,ARG0,2.8,1.0
inject,patient,ARG1,6.4,1.0
injure,supervisor,ARG0,1.9,0.8
injure,supervisor,ARG1,1.5,0.8
injure,butterfly,ARG0,1.1,0.8
injure,butterfly,ARG1,4.3,0.8
injure,peasant,ARG0,2.4,0.8
injure,peasant,ARG1,3.7,0.8
inspire,worker,ARG0,4.1,1.0
inspire,worker,ARG1,4.7,1.0
