predicate,argument,role_type,actual_fit,exp_fit
disobey,brat,ARG0,6.7,0.75
disobey,brat,ARG1,3.1,0.75
disobey,children,ARG0,6.1,0.75
disobey,children,ARG1,3.3,0.75
disobey,commanders,ARG0,1.9,0.75
disobey,commanders,ARG1,3.6,0.75
disobey,orders,ARG0,1.2,0.75
disobey,orders,ARG1,5.4,0.75
disobey,troops,ARG0,2.6,0.75
disobey,troops,ARG1,2.8,0.75
disown,babysitter,ARG0,1.8,0.75
disown,babysitter,ARG1,2.3,0.75
disown,daughter,ARG0,2.4,0.75
disown,daughter,ARG1,3,0.75
disown,slave,ARG0,2,0.75
disown,slave,ARG1,3.7,0.75
do,laborer,ARG0,6.5,0.75
do,laborer,ARG1,1.7,0.75
do,sloth,ARG0,2.3,0.75
do,sloth,ARG1,2,0.75
do,vegetable,ARG0,1.9,0.75
do,vegetable,ARG1,1.5,0.75
do,work,ARG0,1.5,0.75
do,work,ARG1,6.4,0.75
draw,artist,ARG0,6.6,0.75
draw,artist,ARG1,2.1,0.75
draw,model,ARG0,2,0.75
draw,model,ARG1,6.4,0.75
draw,picture,ARG0,1.2,0.75
draw,picture,ARG1,6.7,0.75
draw,poster,ARG0,1.1,0.75
draw,poster,ARG1,5.9,0.75
eat,chicken,ARG0,5.9,0.75
eat,chicken,ARG1,6.7,0.75
eat,man,ARG0,6.9,0.75
eat,man,ARG1,1.7,0.75
eat,poultry,ARG0,1.2,0.75
eat,poultry,ARG1,6.6,0.75
eat,steak,ARG0,1,0.75
eat,steak,ARG1,6.9,0.75
enslave,army,ARG0,5.4,0.75
enslave,army,ARG1,2.9,0.75
enslave,peasants,ARG0,1.7,0.75
enslave,peasants,ARG1,5.6,0.75
enslave,pirates,ARG0,6.3,0.75
enslave,pirates,ARG1,2.7,0.75
enslave,victim,ARG0,1.5,0.75
enslave,victim,ARG1,4.3,0.75
entertain,audience,ARG0,1.7,0.75
entertain,audience,ARG1,6.7,0.75
entertain,businessman,ARG0,5,0.75
entertain,businessman,ARG1,4.5,0.75
entertain,comedian,ARG0,6.9,0.75
entertain,comedian,ARG1,2.7,0.75
entertain,idea,ARG0,5.1,0.75
entertain,idea,ARG1,4.2,0.75
entertain,patron,ARG0,1.7,0.75
entertain,patron,ARG1,4.7,0.75
entertain,stripper,ARG0,7,0.75
entertain,stripper,ARG1,2.2,0.75
evaluate,applicant,ARG0,3.3,0.75
evaluate,applicant,ARG1,5.7,0.75
evaluate,automobile,ARG0,1.2,0.75
evaluate,automobile,ARG1,4.5,0.75
evaluate,committee,ARG0,6.3,0.75
evaluate,committee,ARG1,3.9,0.75
evaluate,instructor,ARG0,6.1,0.75
evaluate,instructor,ARG1,4,0.75
evaluate,possibilities,ARG0,1.9,0.75
evaluate,possibilities,ARG1,6.3,0.75
evaluate,student,ARG0,5.4,0.75
evaluate,student,ARG1,5.5,0.75
evaluate,supervisor,ARG0,6.7,0.75
evaluate,supervisor,ARG1,4.3,0.75
examine,defendant,ARG0,2.7,0.75
examine,defendant,ARG1,5.8,0.75
examine,doctor,ARG0,6.6,0.75
examine,doctor,ARG1,1.9,0.75
examine,evidence,ARG0,1.4,0.75
examine,evidence,ARG1,6.3,0.75
examine,horse,ARG0,1.4,0.75
examine,horse,ARG1,4.9,0.75
examine,patient,ARG0,2.1,0.75
examine,patient,ARG1,6.3,0.75
examine,report,ARG0,3.2,0.75
examine,report,ARG1,6.3,0.75
examine,scientist,ARG0,6.7,0.75
examine,scientist,ARG1,2.3,0.75
excuse,auditor,ARG0,3.5,0.75
excuse,auditor,ARG1,2.6,0.75
excuse,drummer,ARG0,2.7,0.75
excuse,drummer,ARG1,2.1,0.75
excuse,optometrist,ARG0,3.9,0.75
excuse,optometrist,ARG1,2.3,0.75
excuse,prince,ARG0,4,0.75
excuse,prince,ARG1,4.4,0.75
execute,hangman,ARG0,5.1,0.75
execute,hangman,ARG1,3.9,0.75
execute,hostages,ARG0,1.7,0.75
execute,hostages,ARG1,4.9,0.75
execute,martyr,ARG0,2.7,0.75
execute,martyr,ARG1,4,0.75
,,,,
,,,,
execute,murderer,ARG0,6.6,0.75
execute,murderer,ARG1,4.9,0.75
execute,nun,ARG0,1.1,0.75
execute,nun,ARG1,1.3,0.75
execute,plumber,ARG0,1.6,0.75
execute,plumber,ARG1,1.4,0.75
execute,strategy,ARG0,1.9,0.75
execute,strategy,ARG1,4.8,0.75
execute,terrorists,ARG0,6.1,0.75
execute,terrorists,ARG1,4,0.75
exile,criminal,ARG0,2.2,0.75
exile,criminal,ARG1,5.5,0.75
exile,dictator,ARG0,6,0.75
exile,dictator,ARG1,4.1,0.75
expect,housewife,ARG0,4.8,0.75
expect,housewife,ARG1,2.6,0.75
expect,mailman,ARG0,2.5,0.75
expect,mailman,ARG1,4.8,0.75
expect,package,ARG0,1.3,0.75
expect,package,ARG1,5.5,0.75
expect,plumber,ARG0,3.1,0.75
expect,plumber,ARG1,4.8,0.75
expect,salesman,ARG0,3.7,0.75
expect,salesman,ARG1,2.5,0.75
fight,boxer,ARG0,6.8,0.75
fight,boxer,ARG1,6.1,0.75
fight,landlord,ARG0,4.4,0.75
fight,landlord,ARG1,4.1,0.75
fight,maniac,ARG0,6.1,0.75
fight,maniac,ARG1,3.2,0.75
fight,pacifist,ARG0,1.4,0.0
fight,pacifist,ARG1,2,0.0
fight,wrestler,ARG0,6.2,0.75
fight,wrestler,ARG1,5.8,0.75
find,archeologist,ARG0,6.4,0.75
find,archeologist,ARG1,1.8,0.75
find,child,ARG0,5.4,0.75
find,child,ARG1,4.1,0.75
find,goat,ARG0,2.9,0.75
find,goat,ARG1,2.8,0.75
find,kitten,ARG0,4.3,0.75
find,kitten,ARG1,4.7,0.75
find,singer,ARG0,2.9,0.75
find,singer,ARG1,3.5,0.75
fire,employee,ARG0,1.9,0.75
fire,employee,ARG1,6.4,0.75
fire,employer,ARG0,6.1,0.75
fire,employer,ARG1,2.4,0.75
fire,laborer,ARG0,1.6,0.75
fire,laborer,ARG1,6.1,0.75
fire,owner,ARG0,6.3,0.75
fire,owner,ARG1,1.9,0.75
fire,supervisor,ARG0,5.9,0.75
fire,supervisor,ARG1,3.4,0.75
flatter,aristocrat,ARG0,3.4,0.75
flatter,aristocrat,ARG1,4.1,0.75
flatter,girl,ARG0,5.7,0.75
flatter,girl,ARG1,6.2,0.75
flatter,glutton,ARG0,2.3,0.75
flatter,glutton,ARG1,1.8,0.75
flatter,psychoanalyst,ARG0,3,0.75
flatter,psychoanalyst,ARG1,2.2,0.75
flog,guard,ARG0,4.8,0.75
flog,guard,ARG1,1.9,0.75
flog,inmate,ARG0,4.1,0.75
flog,inmate,ARG1,4.1,0.75
flog,prisoner,ARG0,3.5,0.75
flog,prisoner,ARG1,4.5,0.75
flog,slave,ARG0,2.3,0.75
flog,slave,ARG1,5.3,0.75
frighten,baby,ARG0,2,0.75
frighten,baby,ARG1,5.5,0.75
frighten,cat,ARG0,3.1,0.75
frighten,cat,ARG1,5.5,0.75
frighten,hiker,ARG0,1.8,0.75
frighten,hiker,ARG1,3.8,0.75
frighten,maid,ARG0,1.2,0.75
frighten,maid,ARG1,3.2,0.75
frighten,monster,ARG0,6.4,0.75
frighten,monster,ARG1,1.8,0.75
frighten,nurse,ARG0,3.8,0.75
frighten,nurse,ARG1,3,0.75
frighten,snake,ARG0,6.2,0.75
frighten,snake,ARG1,3.9,0.75
govern,president,ARG0,6.7,1.0
govern,president,ARG1,2.7,0.75
govern,territory,ARG0,1.5,0.75
govern,territory,ARG1,6.7,0.75
govern,villagers,ARG0,3.2,0.75
govern,villagers,ARG1,6.5,0.75
grab,banana,ARG0,1,0.75
grab,banana,ARG1,6.2,0.75
grab,quarterback,ARG0,6.1,0.75
grab,quarterback,ARG1,5.3,0.75
grab,stewardess,ARG0,4.6,0.75
grab,stewardess,ARG1,3,0.75
grade,examination,ARG0,4,0.75
grade,examination,ARG1,6.5,0.75
grade,foreman,ARG0,4.5,0.75
grade,foreman,ARG1,3.2,0.75
grade,paper,ARG0,1.1,0.75
grade,paper,ARG1,6.5,0.75
grade,professor,ARG0,6.7,0.75
grade,professor,ARG1,2.4,0.75
grade,pupil,ARG0,2.3,0.75
grade,pupil,ARG1,6.8,0.75
grade,student,ARG0,2.4,0.75
grade,student,ARG1,6.8,0.75
grade,teacher,ARG0,6.9,0.75
grade,teacher,ARG1,2.6,0.75
grade,undergraduate,ARG0,2.4,0.75
grade,undergraduate,ARG1,7,0.75
grasp,child,ARG0,5.4,0.75
grasp,child,ARG1,5.7,0.75
grasp,hammer,ARG0,1,0.75
grasp,hammer,ARG1,6.3,0.75
grasp,reporter,ARG0,4.8,0.75
grasp,reporter,ARG1,3.1,0.75
grow,crops,ARG0,3.8,0.75
grow,crops,ARG1,6,0.75
grow,flowers,ARG0,2.8,0.75
grow,flowers,ARG1,5.9,0.75
grow,pigs,ARG0,1.8,0.75
grow,pigs,ARG1,3.1,0.75
grow,rabbits,ARG0,2,0.75
grow,rabbits,ARG1,3.1,0.75
haunt,ghost,ARG0,6.3,1.0
haunt,ghost,ARG1,2.5,1.0
haunt,memory,ARG0,5.8,0.75
haunt,memory,ARG1,4.9,0.75
haunt,salesman,ARG0,2.2,0.75
haunt,salesman,ARG1,1.8,0.75
haunt,woman,ARG0,2.3,0.75
haunt,woman,ARG1,3.2,0.75
help,assistant,ARG0,6.3,0.75
help,assistant,ARG1,3.8,0.75
help,cause,ARG0,2.5,0.75
help,cause,ARG1,5.6,0.75
help,fireman,ARG0,6.7,0.75
help,fireman,ARG1,3.9,0.75
help,gardener,ARG0,4.5,0.75
help,gardener,ARG1,4,0.75
help,victim,ARG0,1.9,0.75
help,victim,ARG1,5.9,0.75
hire,applicant,ARG0,1.3,0.75
hire,applicant,ARG1,5.6,0.75
hire,boss,ARG0,6.7,0.75
hire,boss,ARG1,2.9,0.75
hire,chairman,ARG0,4.5,0.75
hire,chairman,ARG1,2.7,0.75
hire,employee,ARG0,1.9,1.0
hire,employee,ARG1,5.6,0.75
hire,friend,ARG0,4.1,0.75
hire,friend,ARG1,4.4,0.75
hire,manager,ARG0,6.7,0.75
hire,manager,ARG1,3.6,0.75
hire,supervisor,ARG0,6.3,0.75
hire,supervisor,ARG1,4.5,0.75
hit,director,ARG0,2.7,0.75
hit,director,ARG1,1.9,0.75
hit,guard,ARG0,5.1,0.75
hit,guard,ARG1,3.6,0.75
hit,undergraduate,ARG0,2.5,0.75
hit,undergraduate,ARG1,1.9,0.75
hunt,cowboys,ARG0,4.4,0.75
hunt,cowboys,ARG1,1.5,0.75
hunt,divers,ARG0,4.4,0.75
hunt,divers,ARG1,1.6,0.75
hunt,fugitives,ARG0,2.9,0.75
hunt,fugitives,ARG1,5.6,0.75
hunt,lion,ARG0,6.4,0.75
hunt,lion,ARG1,5.1,0.75
hunt,mouse,ARG0,2.6,0.75
hunt,mouse,ARG1,5,0.75
hunt,rabbit,ARG0,2.4,0.75
hunt,rabbit,ARG1,6.7,0.75
hypnotize,butterfly,ARG0,2.3,1.0
hypnotize,butterfly,ARG1,1.1,1.0
hypnotize,patient,ARG0,1.3,0.75
hypnotize,patient,ARG1,5.3,0.75
hypnotize,pendulum,ARG0,4.5,0.75
hypnotize,pendulum,ARG1,1.3,0.75
hypnotize,psychoanalyst,ARG0,5.8,0.75
hypnotize,psychoanalyst,ARG1,2,0.75
hypnotize,volunteer,ARG0,1.4,0.75
hypnotize,volunteer,ARG1,3.9,0.75
identify,jewelry,ARG0,1.7,0.75
identify,jewelry,ARG1,4.4,0.75
identify,jogger,ARG0,4.1,0.75
identify,jogger,ARG1,3.6,0.75
identify,nurse,ARG0,5.8,0.75
identify,nurse,ARG1,4.2,0.75
identify,pilot,ARG0,5.7,0.75
identify,pilot,ARG1,3.4,0.75
identify,thief,ARG0,4.2,0.75
identify,thief,ARG1,4.4,0.75
indicate,man,ARG0,3.9,0.75
indicate,man,ARG1,3.7,0.75
indicate,newscaster,ARG0,6.2,0.75
indicate,newscaster,ARG1,4.1,0.75
indicate,video,ARG0,4.8,0.75
indicate,video,ARG1,3.3,0.75
inject,janitor,ARG0,1.9,0.75
inject,janitor,ARG1,1.7,0.75
inject,patient,ARG0,2.8,0.75
inject,patient,ARG1,6.4,0.75
injure,supervisor,ARG0,1.9,0.75
injure,supervisor,ARG1,1.5,0.75
injure,butterfly,ARG0,1.1,0.75
injure,butterfly,ARG1,4.3,0.75
injure,peasant,ARG0,2.4,0.75
injure,peasant,ARG1,3.7,0.75
inspire,worker,ARG0,4.1,0.75
inspire,worker,ARG1,4.7,0.75
inspire,mentor,ARG0,6.4,0.75
inspire,mentor,ARG1,3.5,0.75
